uptime_ms,rpm,speed_kmh,map_kpa,iat_c,coolant_c,ve_pct,maf_gs,fuel_gs,instant_Lh,instant_L100km,trip_km,trip_fuel_L,trip_avg_L100km,can_status,trip_cost_bs,baro_kpa,baro_is_estimated
2491,0,0.0,63.0,8.0,7.0,60.0,0.00,0.000,0.00,0.00,0.000,0.0000,0.00,1,0.00,63.0,0
3491,0,0.0,63.0,8.0,7.0,60.0,0.00,0.000,0.00,0.00,0.000,0.0000,0.00,1,0.00,63.0,0
4491,0,0.0,61.0,8.0,7.0,60.0,0.00,0.000,0.00,0.00,0.000,0.0000,0.00,1,0.00,63.0,0
5491,1409,0.0,44.0,8.0,7.0,72.4,6.02,0.416,2.01,0.00,0.000,0.0003,0.00,1,0.00,63.0,0
6491,1301,0.0,33.0,8.0,7.0,70.5,4.06,0.280,1.36,0.00,0.000,0.0008,0.00,1,0.01,63.0,0
7491,1243,0.0,30.0,8.0,7.0,69.5,3.47,0.240,1.16,0.00,0.000,0.0011,0.00,1,0.01,63.0,0
8491,1238,0.0,29.0,8.0,7.0,69.4,3.34,0.231,1.12,0.00,0.000,0.0015,0.00,1,0.01,63.0,0
9491,1225,0.0,29.0,8.0,7.0,69.2,3.30,0.228,1.10,0.00,0.000,0.0017,0.00,1,0.01,63.0,0
10491,1232,0.0,28.0,8.0,7.0,69.3,3.21,0.221,1.07,0.00,0.000,0.0020,0.00,1,0.01,63.0,0
11491,1236,0.0,27.0,8.0,7.0,69.4,3.10,0.214,1.04,0.00,0.000,0.0023,0.00,1,0.02,63.0,0
12491,1239,0.0,27.0,8.0,7.0,69.4,3.11,0.215,1.04,0.00,0.000,0.0026,0.00,1,0.02,63.0,0
13491,1246,0.0,27.0,8.0,7.0,69.6,3.14,0.217,1.05,0.00,0.000,0.0029,0.00,1,0.02,63.0,0
14491,1231,0.0,26.0,8.0,7.0,69.3,2.97,0.205,0.99,0.00,0.000,0.0032,0.00,1,0.02,63.0,0
15491,1239,0.0,27.0,8.0,7.0,69.4,3.11,0.215,1.04,0.00,0.000,0.0035,0.00,1,0.02,63.0,0
16491,1247,0.0,26.0,8.0,7.0,69.6,3.02,0.209,1.01,0.00,0.000,0.0038,0.00,1,0.03,63.0,0
17491,1242,0.0,26.0,8.0,7.0,69.5,3.01,0.208,1.00,0.00,0.000,0.0040,0.00,1,0.03,63.0,0
18491,1249,0.0,26.0,8.0,7.0,69.6,3.03,0.209,1.01,0.00,0.000,0.0043,0.00,1,0.03,63.0,0
19491,1251,0.0,26.0,8.0,8.0,69.6,3.04,0.210,1.01,0.00,0.000,0.0046,0.00,1,0.03,63.0,0
20491,1250,0.0,26.0,8.0,8.0,69.6,3.03,0.210,1.01,0.00,0.000,0.0049,0.00,1,0.03,63.0,0
21491,1245,0.0,26.0,8.0,8.0,69.5,3.02,0.208,1.01,0.00,0.000,0.0052,0.00,1,0.04,63.0,0
22491,1246,0.0,26.0,8.0,8.0,69.6,3.02,0.209,1.01,0.00,0.000,0.0055,0.00,1,0.04,63.0,0
23491,1239,0.0,25.0,8.0,8.0,69.4,2.88,0.199,0.96,0.00,0.000,0.0057,0.00,1,0.04,63.0,0
24491,1245,0.0,26.0,8.0,8.0,69.5,3.02,0.208,1.01,0.00,0.000,0.0060,0.00,1,0.04,63.0,0
25491,1238,0.0,26.0,8.0,8.0,69.4,3.00,0.207,1.00,0.00,0.000,0.0063,0.00,1,0.04,63.0,0
26491,1247,0.0,25.0,8.0,8.0,69.6,2.91,0.201,0.97,0.00,0.000,0.0066,0.00,1,0.05,63.0,0
27491,1238,0.0,25.0,9.0,8.0,69.4,2.87,0.198,0.96,0.00,0.000,0.0068,0.00,1,0.05,63.0,0
28491,1245,0.0,25.0,9.0,9.0,69.5,2.89,0.200,0.97,0.00,0.000,0.0071,0.00,1,0.05,63.0,0
29491,1238,0.0,25.0,9.0,9.0,69.4,2.87,0.198,0.96,0.00,0.000,0.0073,0.00,1,0.05,63.0,0
30491,1240,0.0,25.0,9.0,9.0,69.4,2.88,0.199,0.96,0.00,0.000,0.0076,0.00,1,0.05,63.0,0
31491,1235,0.0,25.0,9.0,9.0,69.4,2.86,0.198,0.96,0.00,0.000,0.0079,0.00,1,0.06,63.0,0
32491,1218,0.0,25.0,9.0,9.0,69.1,2.81,0.194,0.94,0.00,0.000,0.0081,0.00,1,0.06,63.0,0
33491,1227,0.0,25.0,9.0,9.0,69.2,2.84,0.196,0.95,0.00,0.000,0.0084,0.00,1,0.06,63.0,0
34491,1238,0.0,25.0,9.0,9.0,69.4,2.87,0.198,0.96,0.00,0.000,0.0087,0.00,1,0.06,63.0,0
35491,1240,0.0,25.0,9.0,10.0,69.4,2.88,0.199,0.96,0.00,0.000,0.0090,0.00,1,0.06,63.0,0
36491,1239,0.0,25.0,9.0,10.0,69.4,2.87,0.198,0.96,0.00,0.000,0.0092,0.00,1,0.06,63.0,0
37491,1234,0.0,24.0,9.0,10.0,69.3,2.74,0.190,0.92,0.00,0.000,0.0095,0.00,1,0.07,63.0,0
38491,1231,0.0,25.0,9.0,10.0,69.3,2.85,0.197,0.95,0.00,0.000,0.0097,0.00,1,0.07,63.0,0
39491,1236,0.0,24.0,9.0,10.0,69.4,2.75,0.190,0.92,0.00,0.000,0.0100,0.00,1,0.07,63.0,0
40491,1239,0.0,24.0,9.0,10.0,69.4,2.76,0.191,0.92,0.00,0.000,0.0102,0.00,1,0.07,63.0,0
41491,1229,0.0,24.0,9.0,11.0,69.3,2.73,0.189,0.91,0.00,0.000,0.0105,0.00,1,0.07,63.0,0
42491,1226,0.0,24.0,9.0,11.0,69.2,2.72,0.188,0.91,0.00,0.000,0.0108,0.00,1,0.07,63.0,0
43491,1226,0.0,24.0,9.0,11.0,69.2,2.72,0.188,0.91,0.00,0.000,0.0110,0.00,1,0.08,63.0,0
44491,1226,0.0,24.0,9.0,11.0,69.2,2.72,0.188,0.91,0.00,0.000,0.0113,0.00,1,0.08,63.0,0
45491,1223,0.0,24.0,9.0,11.0,69.2,2.71,0.187,0.91,0.00,0.000,0.0115,0.00,1,0.08,63.0,0
46491,1217,0.0,24.0,9.0,12.0,69.0,2.69,0.186,0.90,0.00,0.000,0.0118,0.00,1,0.08,63.0,0
47491,1217,0.0,24.0,9.0,12.0,69.0,2.69,0.186,0.90,0.00,0.000,0.0120,0.00,1,0.08,63.0,0
48491,1210,0.0,24.0,9.0,12.0,68.9,2.67,0.185,0.89,0.00,0.000,0.0123,0.00,1,0.09,63.0,0
49491,1220,0.0,24.0,9.0,12.0,69.1,2.70,0.187,0.90,0.00,0.000,0.0125,0.00,1,0.09,63.0,0
50491,1219,0.0,24.0,9.0,12.0,69.1,2.70,0.187,0.90,0.00,0.000,0.0128,0.00,1,0.09,63.0,0
51491,1213,0.0,24.0,9.0,13.0,69.0,2.68,0.185,0.90,0.00,0.000,0.0130,0.00,1,0.09,63.0,0
52491,1212,0.0,24.0,9.0,13.0,69.0,2.68,0.185,0.89,0.00,0.000,0.0131,0.00,1,0.09,63.0,0
53491,1218,0.0,24.0,9.0,13.0,69.1,2.70,0.186,0.90,0.00,0.000,0.0134,0.00,1,0.09,63.0,0
54491,1215,0.0,24.0,9.0,13.0,69.0,2.69,0.186,0.90,0.00,0.000,0.0137,0.00,1,0.10,63.0,0
55491,1209,0.0,23.0,9.0,13.0,68.9,2.56,0.177,0.85,0.00,0.000,0.0139,0.00,1,0.10,63.0,0
56491,1210,0.0,24.0,9.0,14.0,68.9,2.67,0.185,0.89,0.00,0.000,0.0141,0.00,1,0.10,63.0,0
57491,1214,0.0,24.0,9.0,14.0,69.0,2.69,0.186,0.90,0.00,0.000,0.0144,0.00,1,0.10,63.0,0
58491,1213,0.0,24.0,9.0,14.0,69.0,2.68,0.185,0.90,0.00,0.000,0.0147,0.00,1,0.10,63.0,0
59491,1214,0.0,24.0,9.0,14.0,69.0,2.69,0.186,0.90,0.00,0.000,0.0149,0.00,1,0.10,63.0,0
60491,1216,0.0,23.0,9.0,14.0,69.0,2.58,0.178,0.86,0.00,0.000,0.0151,0.00,1,0.11,63.0,0
61491,1215,0.0,23.0,9.0,15.0,69.0,2.58,0.178,0.86,0.00,0.000,0.0154,0.00,1,0.11,63.0,0
62491,1214,0.0,24.0,9.0,15.0,69.0,2.69,0.186,0.90,0.00,0.000,0.0157,0.00,1,0.11,63.0,0
63491,1214,0.0,24.0,9.0,15.0,69.0,2.69,0.186,0.90,0.00,0.000,0.0159,0.00,1,0.11,63.0,0
64491,1217,0.0,23.0,9.0,15.0,69.0,2.58,0.178,0.86,0.00,0.000,0.0161,0.00,1,0.11,63.0,0
65491,1218,0.0,23.0,9.0,15.0,69.1,2.58,0.179,0.86,0.00,0.000,0.0164,0.00,1,0.11,63.0,0
66491,1204,0.0,24.0,9.0,16.0,68.8,2.66,0.184,0.89,0.00,0.000,0.0166,0.00,1,0.12,63.0,0
67491,1213,0.0,23.0,9.0,16.0,69.0,2.57,0.178,0.86,0.00,0.000,0.0169,0.00,1,0.12,63.0,0
68491,1212,0.0,23.0,10.0,16.0,69.0,2.56,0.177,0.85,0.00,0.000,0.0171,0.00,1,0.12,63.0,0
69491,1212,0.0,23.0,10.0,16.0,69.0,2.56,0.177,0.85,0.00,0.000,0.0173,0.00,1,0.12,63.0,0
70491,1218,0.0,23.0,10.0,16.0,69.1,2.58,0.178,0.86,0.00,0.000,0.0176,0.00,1,0.12,63.0,0
71491,1219,0.0,23.0,10.0,17.0,69.1,2.58,0.178,0.86,0.00,0.000,0.0178,0.00,1,0.12,63.0,0
72491,1214,0.0,23.0,10.0,17.0,69.0,2.56,0.177,0.86,0.00,0.000,0.0180,0.00,1,0.13,63.0,0
73491,1215,0.0,23.0,10.0,17.0,69.0,2.57,0.177,0.86,0.00,0.000,0.0183,0.00,1,0.13,63.0,0
74491,1213,0.0,23.0,10.0,17.0,69.0,2.56,0.177,0.86,0.00,0.000,0.0185,0.00,1,0.13,63.0,0
75491,1209,0.0,23.0,10.0,17.0,68.9,2.55,0.176,0.85,0.00,0.000,0.0187,0.00,1,0.13,63.0,0
76491,1212,0.0,23.0,10.0,18.0,69.0,2.56,0.177,0.85,0.00,0.000,0.0190,0.00,1,0.13,63.0,0
77491,1218,0.0,23.0,10.0,18.0,69.1,2.58,0.178,0.86,0.00,0.000,0.0192,0.00,1,0.13,63.0,0
78491,1214,0.0,23.0,10.0,18.0,69.0,2.56,0.177,0.86,0.00,0.000,0.0195,0.00,1,0.14,63.0,0
79491,1214,0.0,23.0,10.0,18.0,69.0,2.56,0.177,0.86,0.00,0.000,0.0197,0.00,1,0.14,63.0,0
80491,1209,0.0,23.0,10.0,18.0,68.9,2.55,0.176,0.85,0.00,0.000,0.0199,0.00,1,0.14,63.0,0
81491,1217,0.0,23.0,10.0,19.0,69.0,2.57,0.178,0.86,0.00,0.000,0.0202,0.00,1,0.14,63.0,0
82491,1209,0.0,24.0,10.0,19.0,68.9,2.66,0.184,0.89,0.00,0.000,0.0204,0.00,1,0.14,63.0,0
83491,1209,0.0,23.0,10.0,19.0,68.9,2.55,0.176,0.85,0.00,0.000,0.0206,0.00,1,0.14,63.0,0
84491,1204,0.0,23.0,10.0,19.0,68.8,2.54,0.175,0.85,0.00,0.000,0.0209,0.00,1,0.15,63.0,0
85491,1206,0.0,23.0,10.0,19.0,68.9,2.54,0.176,0.85,0.00,0.000,0.0211,0.00,1,0.15,63.0,0
86491,1201,0.0,24.0,10.0,20.0,68.8,2.64,0.182,0.88,0.00,0.000,0.0214,0.00,1,0.15,63.0,0
87491,1190,0.0,24.0,10.0,20.0,68.6,2.61,0.180,0.87,0.00,0.000,0.0216,0.00,1,0.15,63.0,0
88491,1191,0.0,24.0,10.0,20.0,68.6,2.61,0.180,0.87,0.00,0.000,0.0219,0.00,1,0.15,63.0,0
89491,1195,0.0,24.0,10.0,20.0,68.7,2.62,0.181,0.88,0.00,0.000,0.0221,0.00,1,0.15,63.0,0
90491,1195,0.0,24.0,10.0,20.0,68.7,2.62,0.181,0.88,0.00,0.000,0.0224,0.00,1,0.16,63.0,0
91491,1200,0.0,24.0,10.0,21.0,68.8,2.64,0.182,0.88,0.00,0.000,0.0226,0.00,1,0.16,63.0,0
92491,1206,0.0,24.0,10.0,21.0,68.9,2.65,0.183,0.89,0.00,0.000,0.0228,0.00,1,0.16,63.0,0
93491,1203,0.0,24.0,10.0,21.0,68.8,2.64,0.183,0.88,0.00,0.000,0.0231,0.00,1,0.16,63.0,0
94491,1212,0.0,23.0,10.0,21.0,69.0,2.56,0.177,0.85,0.00,0.000,0.0233,0.00,1,0.16,63.0,0
95491,1204,0.0,24.0,10.0,21.0,68.8,2.65,0.183,0.88,0.00,0.000,0.0235,0.00,1,0.16,63.0,0
96491,1201,0.0,24.0,10.0,22.0,68.8,2.64,0.182,0.88,0.00,0.000,0.0238,0.00,1,0.17,63.0,0
97491,1203,0.0,24.0,10.0,22.0,68.8,2.64,0.183,0.88,0.00,0.000,0.0241,0.00,1,0.17,63.0,0
98491,1199,0.0,24.0,10.0,22.0,68.7,2.63,0.182,0.88,0.00,0.000,0.0243,0.00,1,0.17,63.0,0
99491,1212,0.0,23.0,10.0,22.0,69.0,2.56,0.177,0.85,0.00,0.000,0.0245,0.00,1,0.17,63.0,0
100491,1204,0.0,24.0,10.0,22.0,68.8,2.65,0.183,0.88,0.00,0.000,0.0248,0.00,1,0.17,63.0,0
101491,1211,0.0,23.0,10.0,23.0,68.9,2.56,0.177,0.85,0.00,0.000,0.0250,0.00,1,0.17,63.0,0
102491,1212,0.0,23.0,10.0,23.0,69.0,2.56,0.177,0.85,0.00,0.000,0.0252,0.00,1,0.18,63.0,0
103491,1208,0.0,24.0,10.0,23.0,68.9,2.66,0.184,0.89,0.00,0.000,0.0255,0.00,1,0.18,63.0,0
104491,1220,0.0,23.0,10.0,23.0,69.1,2.58,0.178,0.86,0.00,0.000,0.0257,0.00,1,0.18,63.0,0
105491,1210,0.0,24.0,10.0,23.0,68.9,2.66,0.184,0.89,0.00,0.000,0.0260,0.00,1,0.18,63.0,0
106491,1220,0.0,23.0,10.0,24.0,69.1,2.58,0.178,0.86,0.00,0.000,0.0262,0.00,1,0.18,63.0,0
107491,1214,0.0,23.0,10.0,24.0,69.0,2.56,0.177,0.86,0.00,0.000,0.0264,0.00,1,0.18,63.0,0
108491,1211,0.0,23.0,10.0,24.0,68.9,2.56,0.177,0.85,0.00,0.000,0.0267,0.00,1,0.19,63.0,0
109491,1210,0.0,23.0,10.0,24.0,68.9,2.55,0.176,0.85,0.00,0.000,0.0269,0.00,1,0.19,63.0,0
110491,1210,0.0,24.0,10.0,24.0,68.9,2.66,0.184,0.89,0.00,0.000,0.0271,0.00,1,0.19,63.0,0
111491,1215,0.0,23.0,10.0,24.0,69.0,2.57,0.177,0.86,0.00,0.000,0.0274,0.00,1,0.19,63.0,0
112491,1214,0.0,23.0,10.0,25.0,69.0,2.56,0.177,0.86,0.00,0.000,0.0277,0.00,1,0.19,63.0,0
113491,1216,0.0,23.0,10.0,25.0,69.0,2.57,0.178,0.86,0.00,0.000,0.0279,0.00,1,0.19,63.0,0
114491,1213,0.0,23.0,10.0,25.0,69.0,2.56,0.177,0.86,0.00,0.000,0.0281,0.00,1,0.20,63.0,0
115491,1216,0.0,23.0,10.0,25.0,69.0,2.57,0.178,0.86,0.00,0.000,0.0284,0.00,1,0.20,63.0,0
116491,1223,0.0,23.0,10.0,25.0,69.2,2.59,0.179,0.86,0.00,0.000,0.0286,0.00,1,0.20,63.0,0
117491,1211,0.0,23.0,10.0,25.0,68.9,2.56,0.177,0.85,0.00,0.000,0.0289,0.00,1,0.20,63.0,0
118491,1210,0.0,23.0,10.0,26.0,68.9,2.55,0.176,0.85,0.00,0.000,0.0291,0.00,1,0.20,63.0,0
119491,1216,0.0,23.0,10.0,26.0,69.0,2.57,0.178,0.86,0.00,0.000,0.0293,0.00,1,0.20,63.0,0
120491,1214,0.0,23.0,10.0,26.0,69.0,2.56,0.177,0.86,0.00,0.000,0.0296,0.00,1,0.21,63.0,0
121491,1221,0.0,23.0,10.0,26.0,69.1,2.58,0.179,0.86,0.00,0.000,0.0298,0.00,1,0.21,63.0,0
122491,1219,0.0,23.0,10.0,26.0,69.1,2.58,0.178,0.86,0.00,0.000,0.0300,0.00,1,0.21,63.0,0
123491,1216,0.0,23.0,10.0,26.0,69.0,2.57,0.178,0.86,0.00,0.000,0.0303,0.00,1,0.21,63.0,0
124491,1206,0.0,23.0,10.0,27.0,68.9,2.54,0.176,0.85,0.00,0.000,0.0305,0.00,1,0.21,63.0,0
125491,1208,0.0,23.0,10.0,27.0,68.9,2.55,0.176,0.85,0.00,0.000,0.0307,0.00,1,0.21,63.0,0
126491,1216,0.0,23.0,10.0,27.0,69.0,2.57,0.178,0.86,0.00,0.000,0.0310,0.00,1,0.22,63.0,0
127491,1213,0.0,23.0,10.0,27.0,69.0,2.56,0.177,0.86,0.00,0.000,0.0312,0.00,1,0.22,63.0,0
128491,1212,0.0,23.0,10.0,27.0,69.0,2.56,0.177,0.85,0.00,0.000,0.0315,0.00,1,0.22,63.0,0
129491,1214,0.0,23.0,10.0,27.0,69.0,2.56,0.177,0.86,0.00,0.000,0.0317,0.00,1,0.22,63.0,0
130491,1214,0.0,23.0,10.0,28.0,69.0,2.56,0.177,0.86,0.00,0.000,0.0319,0.00,1,0.22,63.0,0
131491,1210,0.0,23.0,10.0,28.0,68.9,2.55,0.176,0.85,0.00,0.000,0.0322,0.00,1,0.22,63.0,0
132491,1215,0.0,23.0,10.0,28.0,69.0,2.57,0.177,0.86,0.00,0.000,0.0324,0.00,1,0.23,63.0,0
133491,1220,0.0,23.0,10.0,28.0,69.1,2.58,0.178,0.86,0.00,0.000,0.0326,0.00,1,0.23,63.0,0
134491,1207,0.0,23.0,10.0,28.0,68.9,2.55,0.176,0.85,0.00,0.000,0.0329,0.00,1,0.23,63.0,0
135491,1212,0.0,23.0,10.0,28.0,69.0,2.56,0.177,0.85,0.00,0.000,0.0331,0.00,1,0.23,63.0,0
136491,1207,0.0,22.0,10.0,29.0,68.9,2.43,0.168,0.81,0.00,0.000,0.0334,0.00,1,0.23,63.0,0
137491,1208,0.0,23.0,10.0,29.0,68.9,2.55,0.176,0.85,0.00,0.000,0.0336,0.00,1,0.23,63.0,0
138491,1200,0.0,23.0,10.0,29.0,68.8,2.53,0.175,0.84,0.00,0.000,0.0338,0.00,1,0.24,63.0,0
139491,1214,0.0,22.0,10.0,29.0,69.0,2.45,0.169,0.82,0.00,0.000,0.0340,0.00,1,0.24,63.0,0
140491,1216,0.0,22.0,10.0,29.0,69.0,2.46,0.170,0.82,0.00,0.000,0.0343,0.00,1,0.24,63.0,0
141491,1214,0.0,23.0,10.0,29.0,69.0,2.56,0.177,0.86,0.00,0.000,0.0345,0.00,1,0.24,63.0,0
142491,1214,0.0,22.0,10.0,30.0,69.0,2.45,0.169,0.82,0.00,0.000,0.0347,0.00,1,0.24,63.0,0
143491,1212,0.0,22.0,10.0,30.0,69.0,2.45,0.169,0.82,0.00,0.000,0.0350,0.00,1,0.24,63.0,0
144491,1216,0.0,22.0,10.0,30.0,69.0,2.46,0.170,0.82,0.00,0.000,0.0352,0.00,1,0.25,63.0,0
145491,1209,0.0,22.0,10.0,30.0,68.9,2.44,0.169,0.81,0.00,0.000,0.0354,0.00,1,0.25,63.0,0
146491,1215,0.0,22.0,10.0,30.0,69.0,2.46,0.170,0.82,0.00,0.000,0.0356,0.00,1,0.25,63.0,0
147491,1208,0.0,22.0,10.0,30.0,68.9,2.44,0.168,0.81,0.00,0.000,0.0359,0.00,1,0.25,63.0,0
148491,1204,0.0,22.0,10.0,31.0,68.8,2.43,0.168,0.81,0.00,0.000,0.0361,0.00,1,0.25,63.0,0
149491,1207,0.0,22.0,10.0,31.0,68.9,2.43,0.168,0.81,0.00,0.000,0.0363,0.00,1,0.25,63.0,0
150491,1199,0.0,22.0,10.0,31.0,68.7,2.41,0.167,0.81,0.00,0.000,0.0365,0.00,1,0.25,63.0,0
151491,1195,0.0,22.0,10.0,31.0,68.7,2.40,0.166,0.80,0.00,0.000,0.0368,0.00,1,0.26,63.0,0
152491,1200,0.0,22.0,10.0,31.0,68.8,2.42,0.167,0.81,0.00,0.000,0.0370,0.00,1,0.26,63.0,0
153491,1197,0.0,22.0,10.0,32.0,68.7,2.41,0.166,0.80,0.00,0.000,0.0372,0.00,1,0.26,63.0,0
154491,1195,0.0,22.0,10.0,32.0,68.7,2.40,0.166,0.80,0.00,0.000,0.0374,0.00,1,0.26,63.0,0
155491,1189,0.0,22.0,10.0,32.0,68.6,2.39,0.165,0.80,0.00,0.000,0.0377,0.00,1,0.26,63.0,0
156491,1186,0.0,22.0,10.0,32.0,68.5,2.38,0.164,0.79,0.00,0.000,0.0379,0.00,1,0.26,63.0,0
157491,1181,0.0,22.0,10.0,32.0,68.4,2.37,0.163,0.79,0.00,0.000,0.0381,0.00,1,0.27,63.0,0
158491,1189,0.0,22.0,10.0,32.0,68.6,2.39,0.165,0.80,0.00,0.000,0.0383,0.00,1,0.27,63.0,0
159491,1175,0.0,22.0,10.0,33.0,68.3,2.35,0.162,0.78,0.00,0.000,0.0386,0.00,1,0.27,63.0,0
160491,1172,0.0,22.0,10.0,33.0,68.3,2.34,0.162,0.78,0.00,0.000,0.0387,0.00,1,0.27,63.0,0
161491,1179,0.0,22.0,10.0,33.0,68.4,2.36,0.163,0.79,0.00,0.000,0.0390,0.00,1,0.27,63.0,0
162491,1171,0.0,22.0,10.0,33.0,68.2,2.34,0.162,0.78,0.00,0.000,0.0392,0.00,1,0.27,63.0,0
163491,1174,0.0,22.0,10.0,33.0,68.3,2.35,0.162,0.78,0.00,0.000,0.0394,0.00,1,0.27,63.0,0
164491,1174,0.0,22.0,10.0,33.0,68.3,2.35,0.162,0.78,0.00,0.000,0.0396,0.00,1,0.28,63.0,0
165491,1169,0.0,22.0,10.0,33.0,68.2,2.33,0.161,0.78,0.00,0.000,0.0398,0.00,1,0.28,63.0,0
166491,1168,0.0,22.0,10.0,34.0,68.2,2.33,0.161,0.78,0.00,0.000,0.0401,0.00,1,0.28,63.0,0
167491,1158,0.0,22.0,10.0,34.0,68.0,2.31,0.159,0.77,0.00,0.000,0.0403,0.00,1,0.28,63.0,0
168491,1162,0.0,22.0,10.0,34.0,68.1,2.32,0.160,0.77,0.00,0.000,0.0405,0.00,1,0.28,63.0,0
169491,1162,0.0,22.0,10.0,34.0,68.1,2.32,0.160,0.77,0.00,0.000,0.0407,0.00,1,0.28,63.0,0
170491,1163,0.0,22.0,10.0,34.0,68.1,2.32,0.160,0.77,0.00,0.000,0.0409,0.00,1,0.28,63.0,0
171491,1154,0.0,22.0,10.0,34.0,67.9,2.30,0.159,0.77,0.00,0.000,0.0412,0.00,1,0.29,63.0,0
172491,1164,0.0,22.0,10.0,35.0,68.1,2.32,0.160,0.78,0.00,0.000,0.0413,0.00,1,0.29,63.0,0
173491,1159,0.0,22.0,10.0,35.0,68.0,2.31,0.160,0.77,0.00,0.000,0.0416,0.00,1,0.29,63.0,0
174491,1157,0.0,22.0,10.0,35.0,68.0,2.30,0.159,0.77,0.00,0.000,0.0418,0.00,1,0.29,63.0,0
175491,1144,0.0,22.0,10.0,35.0,67.8,2.27,0.157,0.76,0.00,0.000,0.0420,0.00,1,0.29,63.0,0
176491,1151,0.0,21.0,10.0,35.0,67.9,2.18,0.151,0.73,0.00,0.000,0.0422,0.00,1,0.29,63.0,0
177491,1153,0.0,22.0,10.0,35.0,67.9,2.29,0.158,0.77,0.00,0.000,0.0424,0.00,1,0.30,63.0,0
178491,1149,0.0,22.0,10.0,36.0,67.9,2.28,0.158,0.76,0.00,0.000,0.0426,0.00,1,0.30,63.0,0
179491,1147,0.0,22.0,10.0,36.0,67.8,2.28,0.157,0.76,0.00,0.000,0.0428,0.00,1,0.30,63.0,0
180491,1138,0.0,22.0,10.0,36.0,67.7,2.25,0.156,0.75,0.00,0.000,0.0430,0.00,1,0.30,63.0,0
181491,1142,0.0,22.0,10.0,36.0,67.7,2.27,0.157,0.76,0.00,0.000,0.0433,0.00,1,0.30,63.0,0
182491,1139,0.0,22.0,10.0,36.0,67.7,2.26,0.156,0.75,0.00,0.000,0.0435,0.00,1,0.30,63.0,0
183491,1139,0.0,21.0,10.0,36.0,67.7,2.15,0.149,0.72,0.00,0.000,0.0437,0.00,1,0.30,63.0,0
184491,1134,0.0,22.0,10.0,36.0,67.6,2.24,0.155,0.75,0.00,0.000,0.0439,0.00,1,0.31,63.0,0
185491,1140,0.0,21.0,10.0,37.0,67.7,2.16,0.149,0.72,0.00,0.000,0.0441,0.00,1,0.31,63.0,0
186491,1132,0.0,22.0,11.0,37.0,67.6,2.23,0.154,0.75,0.00,0.000,0.0443,0.00,1,0.31,63.0,0
187491,1134,0.0,21.0,10.0,37.0,67.6,2.14,0.148,0.72,0.00,0.000,0.0445,0.00,1,0.31,63.0,0
188491,1141,0.0,21.0,10.0,37.0,67.7,2.16,0.149,0.72,0.00,0.000,0.0447,0.00,1,0.31,63.0,0
189491,1128,0.0,21.0,10.0,37.0,67.5,2.13,0.147,0.71,0.00,0.000,0.0449,0.00,1,0.31,63.0,0
190491,1135,0.0,21.0,11.0,37.0,67.6,2.14,0.148,0.71,0.00,0.000,0.0451,0.00,1,0.31,63.0,0
191491,1128,0.0,22.0,11.0,37.0,67.5,2.22,0.153,0.74,0.00,0.000,0.0453,0.00,1,0.32,63.0,0
192491,1125,0.0,21.0,10.0,38.0,67.4,2.12,0.147,0.71,0.00,0.000,0.0455,0.00,1,0.32,63.0,0
193491,1132,0.0,21.0,11.0,38.0,67.6,2.13,0.147,0.71,0.00,0.000,0.0457,0.00,1,0.32,63.0,0
194491,1125,0.0,21.0,11.0,38.0,67.4,2.11,0.146,0.71,0.00,0.000,0.0459,0.00,1,0.32,63.0,0
195491,1116,0.0,21.0,11.0,38.0,67.3,2.09,0.145,0.70,0.00,0.000,0.0461,0.00,1,0.32,63.0,0
196491,1125,0.0,21.0,11.0,38.0,67.4,2.11,0.146,0.71,0.00,0.000,0.0463,0.00,1,0.32,63.0,0
197491,1123,0.0,21.0,11.0,38.0,67.4,2.11,0.146,0.70,0.00,0.000,0.0465,0.00,1,0.32,63.0,0
198491,1111,0.0,22.0,11.0,38.0,67.2,2.18,0.151,0.73,0.00,0.000,0.0467,0.00,1,0.32,63.0,0
199491,1122,0.0,21.0,11.0,38.0,67.4,2.11,0.146,0.70,0.00,0.000,0.0469,0.00,1,0.33,63.0,0
200491,1120,0.0,21.0,11.0,39.0,67.3,2.10,0.145,0.70,0.00,0.000,0.0471,0.00,1,0.33,63.0,0
201491,1115,0.0,21.0,11.0,39.0,67.3,2.09,0.144,0.70,0.00,0.000,0.0473,0.00,1,0.33,63.0,0
202491,1116,0.0,22.0,11.0,39.0,67.3,2.19,0.151,0.73,0.00,0.000,0.0474,0.00,1,0.33,63.0,0
203491,1113,0.0,21.0,11.0,39.0,67.2,2.08,0.144,0.70,0.00,0.000,0.0476,0.00,1,0.33,63.0,0
204491,1111,0.0,22.0,11.0,39.0,67.2,2.18,0.151,0.73,0.00,0.000,0.0479,0.00,1,0.33,63.0,0
205491,1115,0.0,21.0,11.0,39.0,67.3,2.09,0.144,0.70,0.00,0.000,0.0481,0.00,1,0.33,63.0,0
206491,1112,0.0,22.0,11.0,39.0,67.2,2.18,0.168,0.81,0.00,0.000,0.0482,0.00,1,0.34,63.0,0
207491,1117,0.0,21.0,11.0,39.0,67.3,2.09,0.161,0.78,0.00,0.000,0.0485,0.00,1,0.34,63.0,0
208491,1119,0.0,21.0,11.0,39.0,67.3,2.10,0.162,0.78,0.00,0.000,0.0487,0.00,1,0.34,63.0,0
