uptime_ms,rpm,speed_kmh,map_kpa,iat_c,coolant_c,ve_pct,maf_gs,fuel_gs,instant_Lh,instant_L100km,trip_km,trip_fuel_L,trip_avg_L100km,can_status,trip_cost_bs,baro_kpa,baro_is_estimated
2939491,892,0.0,19.0,48.0,93.0,63.4,1.26,0.086,0.42,0.00,0.000,0.4136,0.00,1,2.88,63.0,0
2940491,896,0.0,19.0,48.0,93.0,63.4,1.27,0.088,0.43,0.00,0.000,0.4138,0.00,1,2.88,63.0,0
2941491,889,0.0,19.0,48.0,93.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4139,0.00,1,2.88,63.0,0
2942491,888,0.0,19.0,48.0,93.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4140,0.00,1,2.88,63.0,0
2943491,894,0.0,19.0,48.0,93.0,63.4,1.26,0.087,0.42,0.00,0.000,0.4141,0.00,1,2.88,63.0,0
2944491,886,0.0,19.0,48.0,93.0,63.3,1.25,0.086,0.41,0.00,0.000,0.4142,0.00,1,2.88,63.0,0
2945491,894,0.0,19.0,48.0,94.0,63.4,1.26,0.087,0.42,0.00,0.000,0.4143,0.00,1,2.88,63.0,0
2946491,892,0.0,19.0,48.0,94.0,63.4,1.26,0.086,0.42,0.00,0.000,0.4145,0.00,1,2.88,63.0,0
2947491,890,0.0,19.0,48.0,93.0,63.3,1.26,0.087,0.42,0.00,0.000,0.4146,0.00,1,2.89,63.0,0
2948491,894,0.0,19.0,48.0,93.0,63.4,1.26,0.088,0.43,0.00,0.000,0.4147,0.00,1,2.89,63.0,0
2949491,895,0.0,19.0,48.0,94.0,63.4,1.27,0.088,0.43,0.00,0.000,0.4148,0.00,1,2.89,63.0,0
2950491,892,0.0,19.0,48.0,94.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4149,0.00,1,2.89,63.0,0
2951491,893,0.0,19.0,48.0,94.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4150,0.00,1,2.89,63.0,0
2952491,889,0.0,19.0,48.0,93.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4151,0.00,1,2.89,63.0,0
2953491,891,0.0,19.0,48.0,94.0,63.3,1.26,0.088,0.42,0.00,0.000,0.4153,0.00,1,2.89,63.0,0
2954491,889,0.0,19.0,48.0,94.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4154,0.00,1,2.89,63.0,0
2955491,893,0.0,19.0,48.0,93.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4155,0.00,1,2.89,63.0,0
2956491,888,0.0,19.0,48.0,94.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4156,0.00,1,2.89,63.0,0
2957491,890,0.0,19.0,48.0,94.0,63.3,1.26,0.087,0.42,0.00,0.000,0.4157,0.00,1,2.89,63.0,0
2958491,890,0.0,19.0,48.0,94.0,63.3,1.26,0.087,0.42,0.00,0.000,0.4159,0.00,1,2.89,63.0,0
2959491,889,0.0,19.0,48.0,94.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4160,0.00,1,2.90,63.0,0
2960491,892,0.0,19.0,48.0,94.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4161,0.00,1,2.90,63.0,0
2961491,892,0.0,19.0,48.0,94.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4162,0.00,1,2.90,63.0,0
2962491,889,0.0,19.0,48.0,94.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4163,0.00,1,2.90,63.0,0
2963491,893,0.0,19.0,48.0,94.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4165,0.00,1,2.90,63.0,0
2964491,894,0.0,19.0,48.0,94.0,63.4,1.26,0.088,0.43,0.00,0.000,0.4166,0.00,1,2.90,63.0,0
2965491,894,0.0,19.0,48.0,94.0,63.4,1.26,0.088,0.43,0.00,0.000,0.4167,0.00,1,2.90,63.0,0
2966491,894,0.0,19.0,48.0,94.0,63.4,1.26,0.088,0.43,0.00,0.000,0.4168,0.00,1,2.90,63.0,0
2967491,891,0.0,19.0,48.0,95.0,63.3,1.26,0.088,0.42,0.00,0.000,0.4169,0.00,1,2.90,63.0,0
2968491,936,0.0,24.0,48.0,95.0,64.1,1.69,0.118,0.57,0.00,0.000,0.4170,0.00,1,2.90,63.0,0
2969491,918,0.0,23.0,48.0,95.0,63.8,1.58,0.111,0.54,0.00,0.000,0.4172,0.00,1,2.90,63.0,0
2970491,933,0.0,22.0,48.0,95.0,64.1,1.54,0.110,0.53,0.00,0.000,0.4174,0.00,1,2.90,63.0,0
2971491,937,0.0,21.0,49.0,95.0,64.1,1.48,0.105,0.51,0.00,0.000,0.4175,0.00,1,2.91,63.0,0
2972491,924,0.0,21.0,49.0,95.0,63.9,1.45,0.103,0.50,0.00,0.000,0.4176,0.00,1,2.91,63.0,0
2973491,918,0.0,21.0,49.0,95.0,63.8,1.44,0.102,0.49,0.00,0.000,0.4178,0.00,1,2.91,63.0,0
2974491,915,0.0,21.0,49.0,95.0,63.8,1.43,0.101,0.49,0.00,0.000,0.4179,0.00,1,2.91,63.0,0
2975491,905,0.0,20.0,49.0,95.0,63.6,1.35,0.095,0.46,0.00,0.000,0.4180,0.00,1,2.91,63.0,0
2976491,893,0.0,20.0,49.0,95.0,63.4,1.32,0.093,0.45,0.00,0.000,0.4182,0.00,1,2.91,63.0,0
2977491,893,0.0,20.0,49.0,95.0,63.4,1.32,0.094,0.45,0.00,0.000,0.4183,0.00,1,2.91,63.0,0
2978491,895,0.0,20.0,49.0,95.0,63.4,1.33,0.095,0.46,0.00,0.000,0.4184,0.00,1,2.91,63.0,0
2979491,892,0.0,20.0,49.0,95.0,63.4,1.32,0.093,0.45,0.00,0.000,0.4185,0.00,1,2.91,63.0,0
2980491,894,0.0,20.0,49.0,95.0,63.4,1.33,0.093,0.45,0.00,0.000,0.4187,0.00,1,2.91,63.0,0
2981491,896,0.0,20.0,49.0,94.0,63.4,1.33,0.094,0.45,0.00,0.000,0.4188,0.00,1,2.91,63.0,0
2982491,902,0.0,20.0,49.0,94.0,63.5,1.34,0.094,0.45,0.00,0.000,0.4189,0.00,1,2.92,63.0,0
2983491,904,0.0,20.0,49.0,94.0,63.6,1.34,0.095,0.46,0.00,0.000,0.4190,0.00,1,2.92,63.0,0
2984491,901,0.0,20.0,49.0,93.0,63.5,1.34,0.095,0.46,0.00,0.000,0.4192,0.00,1,2.92,63.0,0
2985491,905,0.0,20.0,49.0,93.0,63.6,1.35,0.095,0.46,0.00,0.000,0.4193,0.00,1,2.92,63.0,0
2986491,905,0.0,20.0,49.0,92.0,63.6,1.35,0.095,0.46,0.00,0.000,0.4195,0.00,1,2.92,63.0,0
2987491,912,0.0,20.0,49.0,92.0,63.7,1.36,0.096,0.46,0.00,0.000,0.4196,0.00,1,2.92,63.0,0
2988491,918,0.0,20.0,49.0,91.0,63.8,1.37,0.097,0.47,0.00,0.000,0.4197,0.00,1,2.92,63.0,0
2989491,914,0.0,20.0,49.0,91.0,63.7,1.36,0.097,0.47,0.00,0.000,0.4198,0.00,1,2.92,63.0,0
2990491,918,0.0,21.0,49.0,90.0,63.8,1.44,0.102,0.49,0.00,0.000,0.4200,0.00,1,2.92,63.0,0
2991491,913,0.0,20.0,49.0,90.0,63.7,1.36,0.097,0.47,0.00,0.000,0.4201,0.00,1,2.92,63.0,0
2992491,911,0.0,21.0,49.0,90.0,63.7,1.43,0.101,0.49,0.00,0.000,0.4202,0.00,1,2.92,63.0,0
2993491,911,0.0,20.0,49.0,89.0,63.7,1.36,0.096,0.46,0.00,0.000,0.4204,0.00,1,2.93,63.0,0
2994491,919,0.0,19.0,49.0,89.0,63.8,1.30,0.093,0.45,0.00,0.000,0.4205,0.00,1,2.93,63.0,0
2995491,900,0.0,18.0,49.0,89.0,63.5,1.20,0.084,0.40,0.00,0.000,0.4206,0.00,1,2.93,63.0,0
2996491,890,0.0,19.0,49.0,88.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4207,0.00,1,2.93,63.0,0
2997491,891,0.0,19.0,49.0,88.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4209,0.00,1,2.93,63.0,0
2998491,894,0.0,19.0,49.0,88.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4210,0.00,1,2.93,63.0,0
2999491,893,0.0,19.0,49.0,87.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4211,0.00,1,2.93,63.0,0
3000491,891,0.0,19.0,49.0,87.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4212,0.00,1,2.93,63.0,0
3001491,897,0.0,19.0,49.0,87.0,63.4,1.27,0.088,0.43,0.00,0.000,0.4213,0.00,1,2.93,63.0,0
3002491,896,0.0,19.0,49.0,87.0,63.4,1.26,0.088,0.43,0.00,0.000,0.4214,0.00,1,2.93,63.0,0
3003491,894,0.0,19.0,49.0,86.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4215,0.00,1,2.93,63.0,0
3004491,894,0.0,19.0,49.0,86.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4217,0.00,1,2.93,63.0,0
3005491,893,0.0,19.0,49.0,86.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4218,0.00,1,2.94,63.0,0
3006491,890,0.0,19.0,49.0,86.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4219,0.00,1,2.94,63.0,0
3007491,895,0.0,19.0,49.0,86.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4220,0.00,1,2.94,63.0,0
3008491,895,0.0,19.0,49.0,85.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4221,0.00,1,2.94,63.0,0
3009491,898,0.0,19.0,49.0,85.0,63.5,1.27,0.088,0.43,0.00,0.000,0.4223,0.00,1,2.94,63.0,0
3010491,894,0.0,19.0,49.0,85.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4224,0.00,1,2.94,63.0,0
3011491,893,0.0,19.0,49.0,85.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4225,0.00,1,2.94,63.0,0
3012491,896,0.0,19.0,49.0,85.0,63.4,1.26,0.088,0.43,0.00,0.000,0.4226,0.00,1,2.94,63.0,0
3013491,894,0.0,19.0,49.0,85.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4227,0.00,1,2.94,63.0,0
3014491,897,0.0,19.0,49.0,85.0,63.4,1.27,0.088,0.43,0.00,0.000,0.4228,0.00,1,2.94,63.0,0
3015491,895,0.0,19.0,49.0,85.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4230,0.00,1,2.94,63.0,0
3016491,899,0.0,19.0,49.0,85.0,63.5,1.27,0.088,0.43,0.00,0.000,0.4231,0.00,1,2.94,63.0,0
3017491,896,0.0,19.0,49.0,85.0,63.4,1.26,0.088,0.43,0.00,0.000,0.4232,0.00,1,2.95,63.0,0
3018491,895,0.0,19.0,49.0,85.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4233,0.00,1,2.95,63.0,0
3019491,892,0.0,19.0,49.0,85.0,63.4,1.26,0.087,0.42,0.00,0.000,0.4234,0.00,1,2.95,63.0,0
3020491,896,0.0,19.0,49.0,85.0,63.4,1.26,0.088,0.43,0.00,0.000,0.4236,0.00,1,2.95,63.0,0
3021491,898,0.0,19.0,49.0,86.0,63.5,1.27,0.088,0.43,0.00,0.000,0.4237,0.00,1,2.95,63.0,0
3022491,903,0.0,19.0,49.0,85.0,63.6,1.28,0.089,0.43,0.00,0.000,0.4238,0.00,1,2.95,63.0,0
3023491,895,0.0,19.0,49.0,86.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4239,0.00,1,2.95,63.0,0
3024491,894,0.0,19.0,49.0,86.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4240,0.00,1,2.95,63.0,0
3025491,895,0.0,19.0,49.0,86.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4241,0.00,1,2.95,63.0,0
3026491,894,0.0,19.0,49.0,86.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4243,0.00,1,2.95,63.0,0
3027491,897,0.0,19.0,49.0,86.0,63.4,1.27,0.088,0.43,0.00,0.000,0.4244,0.00,1,2.95,63.0,0
3028491,896,0.0,19.0,49.0,86.0,63.4,1.26,0.088,0.43,0.00,0.000,0.4245,0.00,1,2.95,63.0,0
3029491,897,0.0,19.0,49.0,86.0,63.4,1.27,0.088,0.43,0.00,0.000,0.4246,0.00,1,2.96,63.0,0
3030491,895,0.0,19.0,49.0,86.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4247,0.00,1,2.96,63.0,0
3031491,902,0.0,19.0,49.0,87.0,63.5,1.27,0.089,0.43,0.00,0.000,0.4249,0.00,1,2.96,63.0,0
3032491,895,0.0,19.0,49.0,86.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4250,0.00,1,2.96,63.0,0
3033491,891,0.0,19.0,49.0,87.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4251,0.00,1,2.96,63.0,0
3034491,894,0.0,19.0,49.0,87.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4252,0.00,1,2.96,63.0,0
3035491,894,0.0,19.0,49.0,87.0,63.4,1.26,0.086,0.42,0.00,0.000,0.4253,0.00,1,2.96,63.0,0
3036491,894,0.0,19.0,49.0,87.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4255,0.00,1,2.96,63.0,0
3037491,896,0.0,19.0,49.0,87.0,63.4,1.26,0.089,0.43,0.00,0.000,0.4256,0.00,1,2.96,63.0,0
3038491,894,0.0,19.0,49.0,87.0,63.4,1.26,0.088,0.43,0.00,0.000,0.4257,0.00,1,2.96,63.0,0
3039491,898,0.0,19.0,49.0,87.0,63.5,1.27,0.089,0.43,0.00,0.000,0.4258,0.00,1,2.96,63.0,0
3040491,896,0.0,19.0,49.0,87.0,63.4,1.26,0.089,0.43,0.00,0.000,0.4259,0.00,1,2.96,63.0,0
3041491,898,0.0,19.0,49.0,87.0,63.5,1.27,0.089,0.43,0.00,0.000,0.4260,0.00,1,2.97,63.0,0
3042491,895,0.0,19.0,49.0,88.0,63.4,1.26,0.089,0.43,0.00,0.000,0.4262,0.00,1,2.97,63.0,0
3043491,900,0.0,19.0,49.0,88.0,63.5,1.27,0.088,0.43,0.00,0.000,0.4263,0.00,1,2.97,63.0,0
3044491,898,0.0,19.0,49.0,88.0,63.5,1.27,0.088,0.43,0.00,0.000,0.4264,0.00,1,2.97,63.0,0
3045491,894,0.0,19.0,49.0,88.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4265,0.00,1,2.97,63.0,0
3046491,892,0.0,19.0,49.0,88.0,63.4,1.26,0.088,0.43,0.00,0.000,0.4266,0.00,1,2.97,63.0,0
3047491,898,0.0,19.0,49.0,88.0,63.5,1.27,0.089,0.43,0.00,0.000,0.4268,0.00,1,2.97,63.0,0
3048491,896,0.0,19.0,49.0,88.0,63.4,1.26,0.088,0.43,0.00,0.000,0.4269,0.00,1,2.97,63.0,0
3049491,893,0.0,19.0,49.0,88.0,63.4,1.26,0.088,0.43,0.00,0.000,0.4270,0.00,1,2.97,63.0,0
3050491,899,0.0,19.0,49.0,88.0,63.5,1.27,0.089,0.43,0.00,0.000,0.4271,0.00,1,2.97,63.0,0
3051491,896,0.0,19.0,50.0,88.0,63.4,1.26,0.088,0.43,0.00,0.000,0.4272,0.00,1,2.97,63.0,0
3052491,893,0.0,19.0,49.0,88.0,63.4,1.26,0.088,0.43,0.00,0.000,0.4273,0.00,1,2.97,63.0,0
3053491,899,0.0,19.0,50.0,88.0,63.5,1.26,0.088,0.43,0.00,0.000,0.4275,0.00,1,2.98,63.0,0
3054491,895,0.0,19.0,50.0,88.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4276,0.00,1,2.98,63.0,0
3055491,896,0.0,19.0,50.0,88.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4277,0.00,1,2.98,63.0,0
3056491,898,0.0,19.0,50.0,88.0,63.5,1.26,0.088,0.42,0.00,0.000,0.4278,0.00,1,2.98,63.0,0
3057491,894,0.0,19.0,50.0,88.0,63.4,1.26,0.087,0.42,0.00,0.000,0.4279,0.00,1,2.98,63.0,0
3058491,892,0.0,19.0,50.0,88.0,63.4,1.25,0.088,0.42,0.00,0.000,0.4281,0.00,1,2.98,63.0,0
3059491,892,0.0,19.0,50.0,88.0,63.4,1.25,0.088,0.42,0.00,0.000,0.4282,0.00,1,2.98,63.0,0
3060491,894,0.0,19.0,50.0,88.0,63.4,1.26,0.087,0.42,0.00,0.000,0.4283,0.00,1,2.98,63.0,0
3061491,896,0.0,19.0,50.0,89.0,63.4,1.26,0.088,0.43,0.00,0.000,0.4284,0.00,1,2.98,63.0,0
3062491,894,0.0,19.0,50.0,89.0,63.4,1.26,0.087,0.42,0.00,0.000,0.4285,0.00,1,2.98,63.0,0
3063491,897,0.0,19.0,50.0,89.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4287,0.00,1,2.98,63.0,0
3064491,893,0.0,19.0,50.0,89.0,63.4,1.25,0.088,0.43,0.00,0.000,0.4288,0.00,1,2.98,63.0,0
3065491,889,0.0,19.0,50.0,89.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4289,0.00,1,2.98,63.0,0
3066491,896,0.0,19.0,50.0,89.0,63.4,1.26,0.088,0.43,0.00,0.000,0.4290,0.00,1,2.99,63.0,0
3067491,895,0.0,19.0,50.0,89.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4291,0.00,1,2.99,63.0,0
3068491,895,0.0,19.0,50.0,89.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4292,0.00,1,2.99,63.0,0
3069491,890,0.0,19.0,50.0,89.0,63.3,1.25,0.088,0.42,0.00,0.000,0.4293,0.00,1,2.99,63.0,0
3070491,894,0.0,19.0,50.0,89.0,63.4,1.26,0.088,0.43,0.00,0.000,0.4295,0.00,1,2.99,63.0,0
3071491,895,0.0,19.0,50.0,89.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4296,0.00,1,2.99,63.0,0
3072491,895,0.0,19.0,50.0,89.0,63.4,1.26,0.088,0.43,0.00,0.000,0.4297,0.00,1,2.99,63.0,0
3073491,898,0.0,19.0,50.0,89.0,63.5,1.26,0.089,0.43,0.00,0.000,0.4298,0.00,1,2.99,63.0,0
3074491,893,0.0,19.0,50.0,89.0,63.4,1.25,0.087,0.42,0.00,0.000,0.4299,0.00,1,2.99,63.0,0
3075491,896,0.0,19.0,50.0,89.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4300,0.00,1,2.99,63.0,0
3076491,897,0.0,19.0,50.0,89.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4302,0.00,1,2.99,63.0,0
3077491,894,0.0,19.0,50.0,89.0,63.4,1.26,0.087,0.42,0.00,0.000,0.4303,0.00,1,2.99,63.0,0
3078491,892,0.0,19.0,50.0,90.0,63.4,1.25,0.088,0.42,0.00,0.000,0.4304,0.00,1,3.00,63.0,0
3079491,893,0.0,19.0,50.0,90.0,63.4,1.25,0.087,0.42,0.00,0.000,0.4305,0.00,1,3.00,63.0,0
3080491,898,0.0,19.0,50.0,90.0,63.5,1.26,0.089,0.43,0.00,0.000,0.4306,0.00,1,3.00,63.0,0
3081491,892,0.0,19.0,50.0,90.0,63.4,1.25,0.087,0.42,0.00,0.000,0.4308,0.00,1,3.00,63.0,0
3082491,894,0.0,19.0,50.0,90.0,63.4,1.26,0.087,0.42,0.00,0.000,0.4309,0.00,1,3.00,63.0,0
3083491,890,0.0,19.0,50.0,90.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4310,0.00,1,3.00,63.0,0
3084491,890,0.0,19.0,50.0,90.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4311,0.00,1,3.00,63.0,0
3085491,891,0.0,19.0,50.0,90.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4312,0.00,1,3.00,63.0,0
3086491,893,0.0,19.0,50.0,90.0,63.4,1.25,0.087,0.42,0.00,0.000,0.4314,0.00,1,3.00,63.0,0
3087491,889,0.0,19.0,50.0,90.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4315,0.00,1,3.00,63.0,0
3088491,893,0.0,19.0,50.0,90.0,63.4,1.25,0.087,0.42,0.00,0.000,0.4316,0.00,1,3.00,63.0,0
3089491,894,0.0,19.0,50.0,90.0,63.4,1.26,0.087,0.42,0.00,0.000,0.4317,0.00,1,3.00,63.0,0
3090491,890,0.0,19.0,50.0,90.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4318,0.00,1,3.01,63.0,0
3091491,893,0.0,19.0,50.0,91.0,63.4,1.25,0.087,0.42,0.00,0.000,0.4319,0.00,1,3.01,63.0,0
3092491,894,0.0,19.0,50.0,91.0,63.4,1.26,0.088,0.43,0.00,0.000,0.4321,0.00,1,3.01,63.0,0
3093491,891,0.0,19.0,50.0,91.0,63.3,1.25,0.088,0.42,0.00,0.000,0.4322,0.00,1,3.01,63.0,0
3094491,895,0.0,19.0,50.0,91.0,63.4,1.26,0.088,0.43,0.00,0.000,0.4323,0.00,1,3.01,63.0,0
3095491,902,0.0,19.0,50.0,91.0,63.5,1.27,0.089,0.43,0.00,0.000,0.4324,0.00,1,3.01,63.0,0
3096491,889,0.0,19.0,50.0,91.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4325,0.00,1,3.01,63.0,0
3097491,895,0.0,19.0,50.0,91.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4326,0.00,1,3.01,63.0,0
3098491,894,0.0,19.0,50.0,91.0,63.4,1.26,0.087,0.42,0.00,0.000,0.4328,0.00,1,3.01,63.0,0
3099491,890,0.0,19.0,50.0,91.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4329,0.00,1,3.01,63.0,0
3100491,890,0.0,19.0,50.0,91.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4330,0.00,1,3.01,63.0,0
3101491,899,0.0,19.0,50.0,91.0,63.5,1.26,0.088,0.43,0.00,0.000,0.4331,0.00,1,3.01,63.0,0
3102491,888,0.0,19.0,50.0,91.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4332,0.00,1,3.02,63.0,0
3103491,894,0.0,19.0,50.0,91.0,63.4,1.26,0.087,0.42,0.00,0.000,0.4333,0.00,1,3.02,63.0,0
3104491,895,0.0,19.0,50.0,91.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4335,0.00,1,3.02,63.0,0
3105491,894,0.0,19.0,50.0,92.0,63.4,1.26,0.087,0.42,0.00,0.000,0.4336,0.00,1,3.02,63.0,0
3106491,893,0.0,19.0,50.0,92.0,63.4,1.25,0.087,0.42,0.00,0.000,0.4337,0.00,1,3.02,63.0,0
3107491,891,0.0,19.0,50.0,92.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4338,0.00,1,3.02,63.0,0
3108491,892,0.0,19.0,50.0,92.0,63.4,1.25,0.087,0.42,0.00,0.000,0.4339,0.00,1,3.02,63.0,0
3109491,890,0.0,19.0,50.0,92.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4341,0.00,1,3.02,63.0,0
3110491,891,0.0,19.0,50.0,92.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4342,0.00,1,3.02,63.0,0
3111491,893,0.0,19.0,50.0,92.0,63.4,1.25,0.087,0.42,0.00,0.000,0.4343,0.00,1,3.02,63.0,0
3112491,895,0.0,19.0,50.0,92.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4344,0.00,1,3.02,63.0,0
3113491,890,0.0,19.0,50.0,92.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4345,0.00,1,3.02,63.0,0
3114491,897,0.0,19.0,50.0,92.0,63.4,1.26,0.088,0.42,0.00,0.000,0.4346,0.00,1,3.02,63.0,0
3115491,893,0.0,19.0,50.0,92.0,63.4,1.25,0.087,0.42,0.00,0.000,0.4347,0.00,1,3.03,63.0,0
3116491,886,0.0,19.0,50.0,92.0,63.3,1.24,0.085,0.41,0.00,0.000,0.4349,0.00,1,3.03,63.0,0
3117491,893,0.0,19.0,50.0,92.0,63.4,1.25,0.087,0.42,0.00,0.000,0.4350,0.00,1,3.03,63.0,0
3118491,891,0.0,19.0,50.0,92.0,63.3,1.25,0.086,0.41,0.00,0.000,0.4351,0.00,1,3.03,63.0,0
3119491,889,0.0,19.0,50.0,93.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4352,0.00,1,3.03,63.0,0
3120491,892,0.0,19.0,50.0,93.0,63.4,1.25,0.087,0.42,0.00,0.000,0.4353,0.00,1,3.03,63.0,0
3121491,888,0.0,19.0,50.0,93.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4355,0.00,1,3.03,63.0,0
3122491,892,0.0,19.0,50.0,93.0,63.4,1.25,0.087,0.42,0.00,0.000,0.4356,0.00,1,3.03,63.0,0
3123491,893,0.0,19.0,50.0,93.0,63.4,1.25,0.087,0.42,0.00,0.000,0.4357,0.00,1,3.03,63.0,0
3124491,890,0.0,19.0,50.0,93.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4358,0.00,1,3.03,63.0,0
3125491,894,0.0,19.0,50.0,93.0,63.4,1.26,0.087,0.42,0.00,0.000,0.4359,0.00,1,3.03,63.0,0
3126491,892,0.0,19.0,50.0,93.0,63.4,1.25,0.087,0.42,0.00,0.000,0.4360,0.00,1,3.03,63.0,0
3127491,889,0.0,19.0,50.0,93.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4362,0.00,1,3.04,63.0,0
3128491,888,0.0,19.0,50.0,93.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4363,0.00,1,3.04,63.0,0
3129491,892,0.0,19.0,50.0,93.0,63.4,1.25,0.087,0.42,0.00,0.000,0.4364,0.00,1,3.04,63.0,0
3130491,889,0.0,19.0,50.0,93.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4365,0.00,1,3.04,63.0,0
3131491,890,0.0,19.0,50.0,93.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4366,0.00,1,3.04,63.0,0
3132491,888,0.0,19.0,50.0,93.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4367,0.00,1,3.04,63.0,0
3133491,892,0.0,19.0,50.0,93.0,63.4,1.25,0.087,0.42,0.00,0.000,0.4368,0.00,1,3.04,63.0,0
3134491,890,0.0,19.0,50.0,94.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4370,0.00,1,3.04,63.0,0
3135491,891,0.0,19.0,50.0,94.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4371,0.00,1,3.04,63.0,0
3136491,891,0.0,19.0,50.0,93.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4372,0.00,1,3.04,63.0,0
3137491,888,0.0,19.0,50.0,93.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4373,0.00,1,3.04,63.0,0
3138491,888,0.0,19.0,50.0,94.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4374,0.00,1,3.04,63.0,0
3139491,889,0.0,19.0,50.0,94.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4376,0.00,1,3.05,63.0,0
3140491,887,0.0,19.0,50.0,94.0,63.3,1.24,0.087,0.42,0.00,0.000,0.4377,0.00,1,3.05,63.0,0
3141491,887,0.0,19.0,50.0,94.0,63.3,1.24,0.087,0.42,0.00,0.000,0.4378,0.00,1,3.05,63.0,0
3142491,891,0.0,19.0,50.0,94.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4379,0.00,1,3.05,63.0,0
3143491,886,0.0,19.0,50.0,94.0,63.3,1.24,0.086,0.42,0.00,0.000,0.4380,0.00,1,3.05,63.0,0
3144491,890,0.0,19.0,50.0,94.0,63.3,1.25,0.087,0.42,0.00,0.000,0.4381,0.00,1,3.05,63.0,0
3145491,884,0.0,19.0,50.0,94.0,63.2,1.24,0.086,0.42,0.00,0.000,0.4382,0.00,1,3.05,63.0,0
