uptime_ms,rpm,speed_kmh,map_kpa,iat_c,coolant_c,ve_pct,maf_gs,fuel_gs,instant_Lh,instant_L100km,trip_km,trip_fuel_L,trip_avg_L100km,can_status,trip_cost_bs
246009,900,0.0,19.0,39.0,79.0,63.5,1.62,0.114,0.55,0.00,0.000,0.0380,0.00,1,0.26
247009,886,0.0,19.0,39.0,79.0,63.3,1.58,0.112,0.54,0.00,0.000,0.0382,0.00,1,0.27
248008,890,0.0,19.0,39.0,79.0,63.3,1.59,0.114,0.55,0.00,0.000,0.0384,0.00,1,0.27
249009,892,0.0,19.0,39.0,79.0,63.4,1.60,0.116,0.56,0.00,0.000,0.0385,0.00,1,0.27
250009,896,0.0,19.0,39.0,79.0,63.4,1.61,0.118,0.57,0.00,0.000,0.0387,0.00,1,0.27
251009,886,0.0,19.0,39.0,79.0,63.3,1.58,0.112,0.54,0.00,0.000,0.0388,0.00,1,0.27
252009,887,0.0,19.0,39.0,79.0,63.3,1.59,0.112,0.54,0.00,0.000,0.0390,0.00,1,0.27
253009,886,0.0,19.0,39.0,79.0,63.3,1.58,0.112,0.54,0.00,0.000,0.0391,0.00,1,0.27
254009,890,0.0,19.0,39.0,79.0,63.3,1.59,0.114,0.55,0.00,0.000,0.0393,0.00,1,0.27
255009,889,0.0,19.0,39.0,79.0,63.3,1.59,0.112,0.54,0.00,0.000,0.0394,0.00,1,0.27
256009,893,0.0,19.0,39.0,79.0,63.4,1.60,0.113,0.55,0.00,0.000,0.0396,0.00,1,0.28
257009,893,0.0,19.0,39.0,79.0,63.4,1.60,0.115,0.55,0.00,0.000,0.0397,0.00,1,0.28
258009,894,0.0,19.0,39.0,80.0,63.4,1.60,0.118,0.57,0.00,0.000,0.0399,0.00,1,0.28
259009,894,0.0,19.0,39.0,80.0,63.4,1.60,0.118,0.57,0.00,0.000,0.0400,0.00,1,0.28
260009,891,0.0,19.0,39.0,79.0,63.3,1.60,0.113,0.55,0.00,0.000,0.0402,0.00,1,0.28
261009,769,0.0,15.0,39.0,80.0,61.2,1.05,0.074,0.36,0.00,0.000,0.0403,0.00,1,0.28
262009,181,0.0,16.0,39.0,80.0,60.0,0.26,0.018,0.09,0.00,0.000,0.0404,0.00,1,0.28
263009,0,0.0,38.0,39.0,80.0,60.0,0.00,0.000,0.00,0.00,0.000,0.0404,0.00,1,0.28
264009,0,0.0,53.0,39.0,80.0,60.0,0.00,0.000,0.00,0.00,0.000,0.0404,0.00,1,0.28
265009,0,0.0,62.0,39.0,80.0,60.0,0.00,0.000,0.00,0.00,0.000,0.0404,0.00,1,0.28
266009,0,0.0,62.0,39.0,80.0,60.0,0.00,0.000,0.00,0.00,0.000,0.0404,0.00,1,0.28
267009,0,0.0,62.0,39.0,80.0,60.0,0.00,0.000,0.00,0.00,0.000,0.0404,0.00,1,0.28
268009,0,0.0,62.0,39.0,80.0,60.0,0.00,0.000,0.00,0.00,0.000,0.0404,0.00,1,0.28
