uptime_ms,rpm,speed_kmh,map_kpa,iat_c,coolant_c,ve_pct,maf_gs,fuel_gs,instant_Lh,instant_L100km,trip_km,trip_fuel_L,trip_avg_L100km,can_status,trip_cost_bs
42195,1247,0.0,27.0,10.0,7.0,69.6,3.84,0.272,1.31,0.00,0.000,0.0035,0.00,1,0.02
43195,1243,0.0,27.0,10.0,7.0,69.5,3.83,0.271,1.31,0.00,0.000,0.0038,0.00,1,0.03
44195,1239,0.0,27.0,10.0,7.0,69.4,3.81,0.269,1.30,0.00,0.000,0.0042,0.00,1,0.03
45195,1242,0.0,27.0,10.0,7.0,69.5,3.82,0.270,1.31,0.00,0.000,0.0046,0.00,1,0.03
46195,1245,0.0,27.0,10.0,7.0,69.5,3.84,0.271,1.31,0.00,0.000,0.0049,0.00,1,0.03
47195,1244,0.0,27.0,10.0,7.0,69.5,3.83,0.271,1.31,0.00,0.000,0.0053,0.00,1,0.04
48195,1251,0.0,26.0,10.0,7.0,69.6,3.72,0.263,1.27,0.00,0.000,0.0057,0.00,1,0.04
49195,1247,0.0,26.0,10.0,7.0,69.6,3.70,0.262,1.26,0.00,0.000,0.0060,0.00,1,0.04
50195,1246,0.0,26.0,10.0,8.0,69.6,3.70,0.261,1.26,0.00,0.000,0.0064,0.00,1,0.04
51195,1247,0.0,26.0,10.0,8.0,69.6,3.70,0.262,1.26,0.00,0.000,0.0067,0.00,1,0.05
52195,1243,0.0,26.0,10.0,8.0,69.5,3.69,0.261,1.26,0.00,0.000,0.0071,0.00,1,0.05
53195,1240,0.0,26.0,10.0,8.0,69.4,3.67,0.260,1.25,0.00,0.000,0.0074,0.00,1,0.05
54195,1250,0.0,26.0,10.0,8.0,69.6,3.71,0.262,1.27,0.00,0.000,0.0078,0.00,1,0.05
55195,1247,0.0,25.0,10.0,8.0,69.6,3.56,0.252,1.22,0.00,0.000,0.0081,0.00,1,0.06
56195,1246,0.0,26.0,10.0,8.0,69.6,3.70,0.261,1.26,0.00,0.000,0.0085,0.00,1,0.06
57195,1246,0.0,25.0,10.0,8.0,69.6,3.56,0.251,1.21,0.00,0.000,0.0088,0.00,1,0.06
58195,1245,0.0,25.0,10.0,9.0,69.5,3.55,0.251,1.21,0.00,0.000,0.0091,0.00,1,0.06
59195,1240,0.0,25.0,10.0,9.0,69.4,3.53,0.250,1.21,0.00,0.000,0.0095,0.00,1,0.07
60195,1241,0.0,25.0,10.0,9.0,69.5,3.54,0.250,1.21,0.00,0.000,0.0098,0.00,1,0.07
61195,1241,0.0,25.0,10.0,9.0,69.5,3.54,0.250,1.21,0.00,0.000,0.0101,0.00,1,0.07
62195,1228,0.0,25.0,10.0,9.0,69.2,3.49,0.247,1.19,0.00,0.000,0.0105,0.00,1,0.07
63195,1226,0.0,25.0,10.0,9.0,69.2,3.48,0.246,1.19,0.00,0.000,0.0108,0.00,1,0.08
64195,1235,0.0,25.0,10.0,9.0,69.4,3.51,0.248,1.20,0.00,0.000,0.0111,0.00,1,0.08
65195,1233,0.0,25.0,10.0,10.0,69.3,3.51,0.248,1.20,0.00,0.000,0.0115,0.00,1,0.08
66195,1231,0.0,25.0,10.0,10.0,69.3,3.50,0.247,1.20,0.00,0.000,0.0118,0.00,1,0.08
67195,1225,0.0,25.0,10.0,10.0,69.2,3.48,0.246,1.19,0.00,0.000,0.0121,0.00,1,0.08
68195,1228,0.0,25.0,10.0,10.0,69.2,3.49,0.247,1.19,0.00,0.000,0.0125,0.00,1,0.09
69195,1234,0.0,25.0,10.0,10.0,69.3,3.51,0.248,1.20,0.00,0.000,0.0128,0.00,1,0.09
70195,1235,0.0,24.0,10.0,10.0,69.4,3.37,0.238,1.15,0.00,0.000,0.0131,0.00,1,0.09
71195,1229,0.0,24.0,10.0,11.0,69.3,3.35,0.237,1.14,0.00,0.000,0.0135,0.00,1,0.09
72195,1228,0.0,24.0,10.0,11.0,69.2,3.35,0.237,1.14,0.00,0.000,0.0138,0.00,1,0.10
73195,1226,0.0,24.0,10.0,11.0,69.2,3.34,0.236,1.14,0.00,0.000,0.0141,0.00,1,0.10
74195,1227,0.0,24.0,10.0,11.0,69.2,3.34,0.236,1.14,0.00,0.000,0.0144,0.00,1,0.10
75195,1219,0.0,24.0,10.0,11.0,69.1,3.32,0.234,1.13,0.00,0.000,0.0147,0.00,1,0.10
76195,1216,0.0,24.0,10.0,11.0,69.0,3.31,0.234,1.13,0.00,0.000,0.0150,0.00,1,0.10
77195,1212,0.0,24.0,10.0,12.0,69.0,3.29,0.233,1.12,0.00,0.000,0.0154,0.00,1,0.11
78195,1224,0.0,24.0,10.0,12.0,69.2,3.33,0.236,1.14,0.00,0.000,0.0157,0.00,1,0.11
79195,1218,0.0,24.0,10.0,12.0,69.1,3.31,0.234,1.13,0.00,0.000,0.0160,0.00,1,0.11
80195,1217,0.0,24.0,10.0,12.0,69.0,3.31,0.234,1.13,0.00,0.000,0.0163,0.00,1,0.11
81195,1218,0.0,24.0,10.0,12.0,69.1,3.31,0.234,1.13,0.00,0.000,0.0166,0.00,1,0.12
82195,1216,0.0,24.0,10.0,13.0,69.0,3.31,0.234,1.13,0.00,0.000,0.0169,0.00,1,0.12
83195,1220,0.0,23.0,10.0,13.0,69.1,3.18,0.225,1.09,0.00,0.000,0.0173,0.00,1,0.12
84195,1211,0.0,23.0,10.0,13.0,68.9,3.15,0.223,1.08,0.00,0.000,0.0175,0.00,1,0.12
85195,1217,0.0,23.0,10.0,13.0,69.0,3.17,0.224,1.08,0.00,0.000,0.0178,0.00,1,0.12
86195,1220,0.0,23.0,10.0,13.0,69.1,3.18,0.225,1.09,0.00,0.000,0.0182,0.00,1,0.13
87195,1217,0.0,23.0,10.0,14.0,69.0,3.17,0.224,1.08,0.00,0.000,0.0184,0.00,1,0.13
88195,1221,0.0,23.0,10.0,14.0,69.1,3.18,0.225,1.09,0.00,0.000,0.0187,0.00,1,0.13
89195,1215,0.0,23.0,10.0,14.0,69.0,3.16,0.224,1.08,0.00,0.000,0.0191,0.00,1,0.13
90195,1208,0.0,23.0,10.0,14.0,68.9,3.14,0.222,1.07,0.00,0.000,0.0193,0.00,1,0.13
91195,1214,0.0,23.0,10.0,14.0,69.0,3.16,0.223,1.08,0.00,0.000,0.0196,0.00,1,0.14
92195,1214,0.0,23.0,10.0,15.0,69.0,3.16,0.223,1.08,0.00,0.000,0.0200,0.00,1,0.14
93195,1218,0.0,23.0,10.0,15.0,69.1,3.17,0.224,1.08,0.00,0.000,0.0202,0.00,1,0.14
94195,1220,0.0,23.0,10.0,15.0,69.1,3.18,0.225,1.09,0.00,0.000,0.0205,0.00,1,0.14
95195,1210,0.0,23.0,10.0,15.0,68.9,3.15,0.222,1.08,0.00,0.000,0.0209,0.00,1,0.15
96195,1215,0.0,23.0,10.0,15.0,69.0,3.16,0.224,1.08,0.00,0.000,0.0211,0.00,1,0.15
97195,1212,0.0,23.0,10.0,16.0,69.0,3.15,0.223,1.08,0.00,0.000,0.0214,0.00,1,0.15
98195,1216,0.0,23.0,10.0,16.0,69.0,3.17,0.224,1.08,0.00,0.000,0.0218,0.00,1,0.15
99195,1209,0.0,23.0,10.0,16.0,68.9,3.14,0.222,1.07,0.00,0.000,0.0220,0.00,1,0.15
100195,1210,0.0,23.0,10.0,16.0,68.9,3.15,0.222,1.08,0.00,0.000,0.0223,0.00,1,0.16
101195,1211,0.0,23.0,10.0,17.0,68.9,3.15,0.223,1.08,0.00,0.000,0.0227,0.00,1,0.16
102195,1212,0.0,23.0,10.0,17.0,69.0,3.15,0.223,1.08,0.00,0.000,0.0229,0.00,1,0.16
103195,1216,0.0,23.0,10.0,17.0,69.0,3.17,0.224,1.08,0.00,0.000,0.0232,0.00,1,0.16
104195,1216,0.0,23.0,10.0,17.0,69.0,3.17,0.224,1.08,0.00,0.000,0.0236,0.00,1,0.16
105195,1213,0.0,23.0,10.0,17.0,69.0,3.16,0.223,1.08,0.00,0.000,0.0238,0.00,1,0.17
106195,1208,0.0,23.0,10.0,17.0,68.9,3.14,0.222,1.07,0.00,0.000,0.0241,0.00,1,0.17
107195,1214,0.0,23.0,10.0,18.0,69.0,3.16,0.223,1.08,0.00,0.000,0.0245,0.00,1,0.17
108195,1215,0.0,23.0,10.0,18.0,69.0,3.16,0.224,1.08,0.00,0.000,0.0247,0.00,1,0.17
109195,1214,0.0,23.0,10.0,18.0,69.0,3.16,0.223,1.08,0.00,0.000,0.0250,0.00,1,0.17
110195,1219,0.0,23.0,10.0,18.0,69.1,3.18,0.225,1.09,0.00,0.000,0.0254,0.00,1,0.18
111195,1218,0.0,23.0,10.0,18.0,69.1,3.17,0.224,1.08,0.00,0.000,0.0256,0.00,1,0.18
112195,1212,0.0,23.0,10.0,19.0,69.0,3.15,0.223,1.08,0.00,0.000,0.0259,0.00,1,0.18
113195,1211,0.0,23.0,11.0,19.0,68.9,3.14,0.222,1.07,0.00,0.000,0.0263,0.00,1,0.18
114195,1206,0.0,23.0,11.0,19.0,68.9,3.12,0.221,1.07,0.00,0.000,0.0265,0.00,1,0.18
115195,1205,0.0,23.0,11.0,19.0,68.8,3.12,0.220,1.07,0.00,0.000,0.0268,0.00,1,0.19
116195,1203,0.0,23.0,10.0,20.0,68.8,3.12,0.221,1.07,0.00,0.000,0.0271,0.00,1,0.19
117195,1199,0.0,23.0,11.0,20.0,68.7,3.10,0.219,1.06,0.00,0.000,0.0274,0.00,1,0.19
118195,1205,0.0,23.0,10.0,20.0,68.8,3.13,0.221,1.07,0.00,0.000,0.0277,0.00,1,0.19
119195,1189,0.0,23.0,10.0,20.0,68.6,3.08,0.217,1.05,0.00,0.000,0.0280,0.00,1,0.20
120195,1195,0.0,23.0,11.0,20.0,68.7,3.09,0.218,1.05,0.00,0.000,0.0283,0.00,1,0.20
121195,1199,0.0,23.0,11.0,21.0,68.7,3.10,0.219,1.06,0.00,0.000,0.0286,0.00,1,0.20
122195,1193,0.0,23.0,11.0,21.0,68.6,3.08,0.218,1.05,0.00,0.000,0.0289,0.00,1,0.20
123195,1196,0.0,23.0,11.0,21.0,68.7,3.09,0.218,1.06,0.00,0.000,0.0292,0.00,1,0.20
124195,1207,0.0,23.0,11.0,21.0,68.9,3.13,0.221,1.07,0.00,0.000,0.0295,0.00,1,0.21
125195,1196,0.0,23.0,11.0,21.0,68.7,3.09,0.218,1.06,0.00,0.000,0.0298,0.00,1,0.21
126195,1198,0.0,23.0,11.0,22.0,68.7,3.10,0.219,1.06,0.00,0.000,0.0301,0.00,1,0.21
127195,1208,0.0,23.0,11.0,22.0,68.9,3.13,0.221,1.07,0.00,0.000,0.0303,0.00,1,0.21
128195,1209,0.0,23.0,11.0,22.0,68.9,3.13,0.221,1.07,0.00,0.000,0.0307,0.00,1,0.21
129195,1202,0.0,23.0,11.0,22.0,68.8,3.11,0.220,1.06,0.00,0.000,0.0310,0.00,1,0.22
130195,1211,0.0,23.0,11.0,22.0,68.9,3.14,0.222,1.07,0.00,0.000,0.0312,0.00,1,0.22
131195,1209,0.0,23.0,11.0,22.0,68.9,3.13,0.221,1.07,0.00,0.000,0.0316,0.00,1,0.22
132195,1207,0.0,23.0,11.0,23.0,68.9,3.13,0.221,1.07,0.00,0.000,0.0318,0.00,1,0.22
133195,1211,0.0,23.0,11.0,23.0,68.9,3.14,0.222,1.07,0.00,0.000,0.0321,0.00,1,0.22
134195,1205,0.0,23.0,11.0,23.0,68.8,3.12,0.220,1.07,0.00,0.000,0.0325,0.00,1,0.23
135195,1204,0.0,23.0,11.0,23.0,68.8,3.12,0.220,1.06,0.00,0.000,0.0327,0.00,1,0.23
136195,1204,0.0,23.0,11.0,23.0,68.8,3.12,0.220,1.06,0.00,0.000,0.0330,0.00,1,0.23
137195,1212,0.0,23.0,11.0,24.0,69.0,3.14,0.222,1.07,0.00,0.000,0.0333,0.00,1,0.23
138195,1209,0.0,23.0,11.0,24.0,68.9,3.13,0.221,1.07,0.00,0.000,0.0336,0.00,1,0.23
139195,1209,0.0,23.0,11.0,24.0,68.9,3.13,0.221,1.07,0.00,0.000,0.0339,0.00,1,0.24
140195,1208,0.0,23.0,11.0,24.0,68.9,3.13,0.221,1.07,0.00,0.000,0.0342,0.00,1,0.24
141195,1209,0.0,23.0,11.0,24.0,68.9,3.13,0.221,1.07,0.00,0.000,0.0345,0.00,1,0.24
142195,1215,0.0,23.0,11.0,24.0,69.0,3.15,0.223,1.08,0.00,0.000,0.0348,0.00,1,0.24
143195,1213,0.0,23.0,11.0,25.0,69.0,3.15,0.222,1.07,0.00,0.000,0.0351,0.00,1,0.24
144195,1223,0.0,22.0,11.0,25.0,69.2,3.04,0.215,1.04,0.00,0.000,0.0354,0.00,1,0.25
145195,1219,0.0,22.0,11.0,25.0,69.1,3.03,0.214,1.03,0.00,0.000,0.0357,0.00,1,0.25
146195,1209,0.0,22.0,11.0,25.0,68.9,3.00,0.212,1.02,0.00,0.000,0.0360,0.00,1,0.25
147195,1213,0.0,22.0,11.0,25.0,69.0,3.01,0.213,1.03,0.00,0.000,0.0363,0.00,1,0.25
148195,1212,0.0,22.0,11.0,25.0,69.0,3.01,0.213,1.03,0.00,0.000,0.0365,0.00,1,0.25
149195,1206,0.0,22.0,11.0,26.0,68.9,2.99,0.211,1.02,0.00,0.000,0.0368,0.00,1,0.26
150195,1207,0.0,22.0,11.0,26.0,68.9,2.99,0.211,1.02,0.00,0.000,0.0370,0.00,1,0.26
151195,1220,0.0,22.0,11.0,26.0,69.1,3.03,0.214,1.04,0.00,0.000,0.0374,0.00,1,0.26
152195,1208,0.0,22.0,11.0,26.0,68.9,2.99,0.212,1.02,0.00,0.000,0.0376,0.00,1,0.26
153195,1212,0.0,22.0,11.0,26.0,69.0,3.01,0.213,1.03,0.00,0.000,0.0379,0.00,1,0.26
154195,1207,0.0,22.0,11.0,26.0,68.9,2.99,0.211,1.02,0.00,0.000,0.0382,0.00,1,0.27
155195,1209,0.0,22.0,11.0,27.0,68.9,3.00,0.212,1.02,0.00,0.000,0.0385,0.00,1,0.27
156195,1209,0.0,22.0,11.0,27.0,68.9,3.00,0.212,1.02,0.00,0.000,0.0387,0.00,1,0.27
157195,1207,0.0,22.0,11.0,27.0,68.9,2.99,0.211,1.02,0.00,0.000,0.0391,0.00,1,0.27
158195,1215,0.0,22.0,11.0,27.0,69.0,3.02,0.213,1.03,0.00,0.000,0.0393,0.00,1,0.27
159195,1212,0.0,22.0,11.0,27.0,69.0,3.01,0.213,1.03,0.00,0.000,0.0396,0.00,1,0.28
160195,1218,0.0,22.0,11.0,27.0,69.1,3.03,0.214,1.03,0.00,0.000,0.0399,0.00,1,0.28
161195,1210,0.0,22.0,11.0,28.0,68.9,3.00,0.212,1.02,0.00,0.000,0.0402,0.00,1,0.28
162195,1206,0.0,22.0,11.0,28.0,68.9,2.99,0.211,1.02,0.00,0.000,0.0404,0.00,1,0.28
163195,1210,0.0,22.0,11.0,28.0,68.9,3.00,0.212,1.02,0.00,0.000,0.0408,0.00,1,0.28
164195,1216,0.0,22.0,11.0,28.0,69.0,3.02,0.213,1.03,0.00,0.000,0.0410,0.00,1,0.29
165195,1219,0.0,22.0,11.0,28.0,69.1,3.03,0.214,1.03,0.00,0.000,0.0413,0.00,1,0.29
166195,1214,0.0,22.0,11.0,28.0,69.0,3.01,0.213,1.03,0.00,0.000,0.0416,0.00,1,0.29
167195,1218,0.0,22.0,11.0,28.0,69.1,3.03,0.214,1.03,0.00,0.000,0.0419,0.00,1,0.29
168195,1214,0.0,22.0,11.0,29.0,69.0,3.01,0.213,1.03,0.00,0.000,0.0422,0.00,1,0.29
169195,1217,0.0,22.0,11.0,29.0,69.0,3.02,0.214,1.03,0.00,0.000,0.0425,0.00,1,0.30
170195,1211,0.0,22.0,11.0,29.0,68.9,3.00,0.212,1.03,0.00,0.000,0.0428,0.00,1,0.30
171195,1209,0.0,22.0,11.0,29.0,68.9,3.00,0.212,1.02,0.00,0.000,0.0430,0.00,1,0.30
172195,1209,0.0,22.0,11.0,29.0,68.9,3.00,0.212,1.02,0.00,0.000,0.0433,0.00,1,0.30
173195,1214,0.0,22.0,11.0,29.0,69.0,3.01,0.213,1.03,0.00,0.000,0.0436,0.00,1,0.30
174195,1212,0.0,22.0,11.0,30.0,69.0,3.01,0.213,1.03,0.00,0.000,0.0439,0.00,1,0.31
175195,1208,0.0,22.0,11.0,30.0,68.9,2.99,0.212,1.02,0.00,0.000,0.0442,0.00,1,0.31
176195,1212,0.0,22.0,11.0,30.0,69.0,3.01,0.213,1.03,0.00,0.000,0.0445,0.00,1,0.31
177195,1208,0.0,22.0,11.0,30.0,68.9,2.99,0.212,1.02,0.00,0.000,0.0447,0.00,1,0.31
178195,1205,0.0,22.0,11.0,30.0,68.8,2.98,0.211,1.02,0.00,0.000,0.0450,0.00,1,0.31
179195,1199,0.0,22.0,11.0,30.0,68.7,2.96,0.210,1.01,0.00,0.000,0.0453,0.00,1,0.32
180195,1196,0.0,22.0,11.0,31.0,68.7,2.95,0.209,1.01,0.00,0.000,0.0456,0.00,1,0.32
181195,1200,0.0,22.0,11.0,31.0,68.8,2.97,0.210,1.01,0.00,0.000,0.0459,0.00,1,0.32
182195,1203,0.0,22.0,11.0,31.0,68.8,2.98,0.210,1.02,0.00,0.000,0.0462,0.00,1,0.32
183195,1192,0.0,22.0,11.0,31.0,68.6,2.94,0.208,1.00,0.00,0.000,0.0464,0.00,1,0.32
184195,1192,0.0,22.0,11.0,31.0,68.6,2.94,0.208,1.00,0.00,0.000,0.0467,0.00,1,0.33
185195,1195,0.0,22.0,11.0,31.0,68.7,2.95,0.209,1.01,0.00,0.000,0.0470,0.00,1,0.33
186195,1190,0.0,22.0,11.0,32.0,68.6,2.94,0.207,1.00,0.00,0.000,0.0473,0.00,1,0.33
187195,1192,0.0,21.0,11.0,32.0,68.6,2.81,0.198,0.96,0.00,0.000,0.0476,0.00,1,0.33
188195,1194,0.0,21.0,11.0,32.0,68.6,2.81,0.199,0.96,0.00,0.000,0.0478,0.00,1,0.33
189195,1191,0.0,22.0,11.0,32.0,68.6,2.94,0.208,1.00,0.00,0.000,0.0481,0.00,1,0.33
190195,1186,0.0,21.0,11.0,32.0,68.5,2.79,0.197,0.95,0.00,0.000,0.0484,0.00,1,0.34
191195,1186,0.0,21.0,11.0,32.0,68.5,2.79,0.197,0.95,0.00,0.000,0.0486,0.00,1,0.34
192195,1179,0.0,22.0,11.0,33.0,68.4,2.90,0.205,0.99,0.00,0.000,0.0489,0.00,1,0.34
193195,1180,0.0,21.0,11.0,33.0,68.4,2.77,0.196,0.95,0.00,0.000,0.0492,0.00,1,0.34
194195,1173,0.0,21.0,11.0,33.0,68.3,2.75,0.194,0.94,0.00,0.000,0.0494,0.00,1,0.34
195195,1175,0.0,22.0,11.0,33.0,68.3,2.89,0.204,0.99,0.00,0.000,0.0497,0.00,1,0.35
196195,1173,0.0,22.0,11.0,33.0,68.3,2.88,0.204,0.98,0.00,0.000,0.0500,0.00,1,0.35
197195,1169,0.0,21.0,11.0,33.0,68.2,2.74,0.194,0.94,0.00,0.000,0.0502,0.00,1,0.35
198195,1173,0.0,21.0,11.0,34.0,68.3,2.75,0.194,0.94,0.00,0.000,0.0505,0.00,1,0.35
199195,1167,0.0,21.0,11.0,34.0,68.2,2.73,0.193,0.93,0.00,0.000,0.0508,0.00,1,0.35
200195,1168,0.0,21.0,11.0,34.0,68.2,2.73,0.193,0.93,0.00,0.000,0.0510,0.00,1,0.36
201195,1166,0.0,21.0,11.0,34.0,68.2,2.73,0.193,0.93,0.00,0.000,0.0513,0.00,1,0.36
202195,1165,0.0,21.0,11.0,34.0,68.1,2.73,0.193,0.93,0.00,0.000,0.0516,0.00,1,0.36
203195,1166,0.0,21.0,11.0,34.0,68.2,2.73,0.193,0.93,0.00,0.000,0.0518,0.00,1,0.36
204195,1160,0.0,21.0,11.0,34.0,68.1,2.71,0.192,0.93,0.00,0.000,0.0520,0.00,1,0.36
205195,1155,0.0,21.0,11.0,0.0,68.0,2.70,0.191,0.92,0.00,0.000,0.0523,0.00,1,0.36
206195,1164,0.0,21.0,11.0,35.0,68.1,2.72,0.192,0.93,0.00,0.000,0.0526,0.00,1,0.37
207195,1158,0.0,21.0,11.0,35.0,68.0,2.70,0.191,0.92,0.00,0.000,0.0528,0.00,1,0.37
208195,1154,0.0,21.0,11.0,35.0,67.9,2.69,0.190,0.92,0.00,0.000,0.0531,0.00,1,0.37
209195,1150,0.0,21.0,11.0,35.0,67.9,2.68,0.189,0.92,0.00,0.000,0.0533,0.00,1,0.37
210195,1150,0.0,21.0,11.0,35.0,67.9,2.68,0.189,0.92,0.00,0.000,0.0536,0.00,1,0.37
211195,1148,0.0,21.0,11.0,36.0,67.8,2.67,0.189,0.91,0.00,0.000,0.0539,0.00,1,0.37
212195,1142,0.0,21.0,11.0,36.0,67.7,2.66,0.188,0.91,0.00,0.000,0.0541,0.00,1,0.38
213195,1138,0.0,21.0,11.0,36.0,67.7,2.64,0.187,0.90,0.00,0.000,0.0543,0.00,1,0.38
214195,1143,0.0,21.0,11.0,36.0,67.8,2.66,0.188,0.91,0.00,0.000,0.0546,0.00,1,0.38
215195,1144,0.0,21.0,11.0,36.0,67.8,2.66,0.188,0.91,0.00,0.000,0.0548,0.00,1,0.38
216195,1139,0.0,21.0,11.0,36.0,67.7,2.65,0.187,0.90,0.00,0.000,0.0551,0.00,1,0.38
217195,1138,0.0,21.0,11.0,36.0,67.7,2.64,0.187,0.90,0.00,0.000,0.0554,0.00,1,0.39
218195,1140,0.0,21.0,11.0,37.0,67.7,2.65,0.187,0.91,0.00,0.000,0.0556,0.00,1,0.39
219195,1125,0.0,21.0,11.0,37.0,67.4,2.60,0.184,0.89,0.00,0.000,0.0558,0.00,1,0.39
220195,1136,0.0,21.0,11.0,37.0,67.6,2.64,0.186,0.90,0.00,0.000,0.0561,0.00,1,0.39
221195,1127,0.0,21.0,11.0,37.0,67.5,2.61,0.185,0.89,0.00,0.000,0.0563,0.00,1,0.39
222195,1132,0.0,21.0,11.0,37.0,67.6,2.63,0.186,0.90,0.00,0.000,0.0566,0.00,1,0.39
223195,1126,0.0,21.0,11.0,37.0,67.5,2.61,0.184,0.89,0.00,0.000,0.0569,0.00,1,0.40
224195,1128,0.0,21.0,11.0,37.0,67.5,2.61,0.185,0.89,0.00,0.000,0.0571,0.00,1,0.40
225195,1129,0.0,21.0,11.0,38.0,67.5,2.62,0.185,0.89,0.00,0.000,0.0573,0.00,1,0.40
226195,1118,0.0,21.0,11.0,38.0,67.3,2.58,0.183,0.88,0.00,0.000,0.0576,0.00,1,0.40
227195,1119,0.0,21.0,11.0,38.0,67.3,2.59,0.183,0.88,0.00,0.000,0.0578,0.00,1,0.40
228195,1122,0.0,21.0,11.0,38.0,67.4,2.60,0.183,0.89,0.00,0.000,0.0581,0.00,1,0.40
229195,1113,0.0,21.0,11.0,38.0,67.2,2.57,0.182,0.88,0.00,0.000,0.0583,0.00,1,0.41
230195,1115,0.0,21.0,11.0,38.0,67.3,2.58,0.182,0.88,0.00,0.000,0.0586,0.00,1,0.41
231195,1122,0.0,21.0,11.0,38.0,67.4,2.60,0.183,0.89,0.00,0.000,0.0588,0.00,1,0.41
232195,1112,0.0,21.0,11.0,38.0,67.2,2.57,0.181,0.88,0.00,0.000,0.0591,0.00,1,0.41
233195,1116,0.0,21.0,11.0,38.0,67.3,2.58,0.182,0.88,0.00,0.000,0.0593,0.00,1,0.41
234195,1104,0.0,21.0,11.0,39.0,67.1,2.54,0.180,0.87,0.00,0.000,0.0595,0.00,1,0.41
235195,1108,0.0,21.0,11.0,39.0,67.1,2.55,0.181,0.87,0.00,0.000,0.0598,0.00,1,0.42
236195,1111,0.0,21.0,11.0,39.0,67.2,2.56,0.181,0.88,0.00,0.000,0.0600,0.00,1,0.42
237195,1106,0.0,21.0,11.0,39.0,67.1,2.55,0.180,0.87,0.00,0.000,0.0603,0.00,1,0.42
238195,1106,0.0,21.0,11.0,39.0,67.1,2.55,0.180,0.87,0.00,0.000,0.0605,0.00,1,0.42
239195,1114,0.0,21.0,11.0,39.0,67.2,2.57,0.182,0.88,0.00,0.000,0.0608,0.00,1,0.42
240195,1116,0.0,21.0,11.0,39.0,67.3,2.58,0.200,0.97,0.00,0.000,0.0610,0.00,1,0.42
241195,1112,0.0,21.0,11.0,39.0,67.2,2.57,0.200,0.97,0.00,0.000,0.0613,0.00,1,0.43
242195,1102,0.0,21.0,11.0,40.0,67.0,2.54,0.198,0.96,0.00,0.000,0.0616,0.00,1,0.43
243195,1110,0.0,21.0,11.0,40.0,67.2,2.56,0.200,0.97,0.00,0.000,0.0618,0.00,1,0.43
244195,1101,0.0,21.0,11.0,40.0,67.0,2.53,0.198,0.96,0.00,0.000,0.0621,0.00,1,0.43
245195,1101,0.0,21.0,11.0,40.0,67.0,2.53,0.198,0.96,0.00,0.000,0.0624,0.00,1,0.43
246195,1088,0.0,21.0,11.0,40.0,66.8,2.50,0.195,0.94,0.00,0.000,0.0626,0.00,1,0.44
247195,1095,0.0,21.0,11.0,40.0,66.9,2.52,0.197,0.95,0.00,0.000,0.0629,0.00,1,0.44
248195,1092,0.0,21.0,11.0,40.0,66.9,2.51,0.196,0.95,0.00,0.000,0.0631,0.00,1,0.44
249195,1090,0.0,21.0,11.0,41.0,66.8,2.50,0.195,0.94,0.00,0.000,0.0634,0.00,1,0.44
250195,1094,0.0,21.0,11.0,41.0,66.9,2.51,0.196,0.95,0.00,0.000,0.0637,0.00,1,0.44
251195,1092,0.0,21.0,11.0,41.0,66.9,2.51,0.196,0.95,0.00,0.000,0.0639,0.00,1,0.44
