intervalo_ms
314.0
500.0
501.0
501.0
501.0
501.0
503.0
499.0
511.0
491.0
501.0
501.0
501.0
501.0
500.0
503.0
499.0
502.0
500.0
501.0
503.0
500.0
500.0
502.0
500.0
502.0
500.0
502.0
501.0
500.0
502.0
501.0
501.0
501.0
500.0
501.0
513.0
489.0
501.0
502.0
501.0
500.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
502.0
501.0
500.0
502.0
501.0
502.0
500.0
502.0
500.0
501.0
501.0
502.0
500.0
500.0
503.0
501.0
501.0
500.0
501.0
501.0
501.0
501.0
502.0
500.0
501.0
502.0
500.0
501.0
501.0
502.0
500.0
501.0
502.0
500.0
501.0
501.0
505.0
497.0
502.0
500.0
501.0
501.0
504.0
497.0
502.0
500.0
502.0
501.0
501.0
501.0
520.0
487.0
498.0
505.0
513.0
501.0
488.0
507.0
490.0
511.0
526.0
474.0
494.0
510.0
492.0
500.0
501.0
500.0
502.0
500.0
504.0
504.0
505.0
506.0
486.0
502.0
502.0
501.0
501.0
500.0
501.0
501.0
502.0
502.0
500.0
501.0
501.0
500.0
506.0
497.0
510.0
492.0
500.0
501.0
502.0
501.0
500.0
505.0
500.0
498.0
501.0
501.0
501.0
501.0
504.0
498.0
535.0
468.0
504.0
497.0
508.0
495.0
500.0
501.0
502.0
500.0
506.0
496.0
501.0
502.0
500.0
501.0
522.0
480.0
501.0
501.0
501.0
501.0
501.0
501.0
500.0
502.0
501.0
501.0
502.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
500.0
502.0
501.0
501.0
501.0
501.0
501.0
501.0
500.0
502.0
501.0
501.0
501.0
502.0
501.0
501.0
501.0
501.0
525.0
486.0
491.0
502.0
506.0
496.0
501.0
501.0
500.0
502.0
501.0
501.0
500.0
501.0
502.0
501.0
501.0
500.0
503.0
499.0
502.0
502.0
501.0
501.0
501.0
502.0
499.0
501.0
502.0
501.0
501.0
501.0
499.0
511.0
492.0
501.0
501.0
500.0
503.0
501.0
500.0
501.0
503.0
500.0
500.0
502.0
501.0
501.0
501.0
501.0
501.0
501.0
502.0
500.0
501.0
501.0
500.0
502.0
501.0
501.0
502.0
501.0
504.0
497.0
501.0
501.0
502.0
500.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
500.0
503.0
500.0
502.0
501.0
501.0
501.0
501.0
501.0
502.0
501.0
500.0
502.0
501.0
503.0
498.0
502.0
501.0
505.0
496.0
502.0
502.0
500.0
501.0
500.0
529.0
473.0
502.0
501.0
501.0
501.0
501.0
500.0
502.0
550.0
520.0
432.0
602.0
411.0
493.0
528.0
487.0
536.0
450.0
502.0
500.0
502.0
500.0
501.0
501.0
510.0
492.0
501.0
501.0
501.0
501.0
501.0
502.0
501.0
502.0
499.0
525.0
480.0
499.0
500.0
505.0
497.0
502.0
500.0
501.0
501.0
501.0
501.0
501.0
502.0
500.0
507.0
496.0
501.0
500.0
504.0
499.0
501.0
501.0
501.0
529.0
474.0
502.0
501.0
500.0
500.0
501.0
569.0
433.0
501.0
501.0
501.0
500.0
502.0
501.0
504.0
514.0
485.0
501.0
501.0
501.0
501.0
501.0
501.0
503.0
499.0
508.0
494.0
505.0
497.0
500.0
501.0
521.0
481.0
501.0
502.0
501.0
500.0
502.0
