intervalo_ms
501.0
500.0
502.0
501.0
500.0
502.0
501.0
501.0
500.0
502.0
500.0
501.0
525.0
477.0
501.0
502.0
501.0
502.0
499.0
501.0
502.0
501.0
500.0
501.0
501.0
501.0
502.0
501.0
502.0
500.0
500.0
501.0
501.0
502.0
500.0
502.0
500.0
501.0
502.0
500.0
501.0
501.0
501.0
501.0
502.0
500.0
502.0
501.0
502.0
500.0
501.0
501.0
501.0
501.0
501.0
501.0
503.0
499.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
500.0
502.0
501.0
501.0
501.0
501.0
500.0
502.0
501.0
500.0
502.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
500.0
502.0
501.0
501.0
501.0
500.0
502.0
501.0
501.0
502.0
499.0
501.0
502.0
501.0
501.0
500.0
503.0
500.0
502.0
501.0
500.0
502.0
500.0
501.0
501.0
502.0
503.0
500.0
503.0
498.0
501.0
501.0
502.0
500.0
501.0
501.0
501.0
502.0
501.0
501.0
500.0
502.0
500.0
502.0
500.0
519.0
483.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
500.0
502.0
502.0
500.0
501.0
501.0
501.0
501.0
500.0
501.0
502.0
500.0
502.0
501.0
501.0
501.0
501.0
501.0
502.0
500.0
501.0
500.0
502.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
502.0
500.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
502.0
500.0
501.0
500.0
501.0
513.0
490.0
500.0
501.0
501.0
502.0
501.0
501.0
502.0
499.0
504.0
498.0
502.0
500.0
501.0
513.0
490.0
500.0
501.0
502.0
501.0
501.0
501.0
502.0
500.0
500.0
501.0
502.0
500.0
501.0
500.0
518.0
485.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
502.0
500.0
501.0
501.0
501.0
501.0
501.0
501.0
513.0
489.0
501.0
501.0
501.0
501.0
502.0
501.0
501.0
501.0
501.0
501.0
502.0
500.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
502.0
500.0
501.0
501.0
501.0
501.0
502.0
500.0
502.0
500.0
501.0
500.0
502.0
501.0
500.0
501.0
502.0
500.0
501.0
502.0
501.0
500.0
502.0
501.0
500.0
501.0
502.0
500.0
503.0
510.0
491.0
501.0
500.0
502.0
500.0
501.0
501.0
502.0
501.0
501.0
502.0
500.0
501.0
501.0
501.0
501.0
502.0
525.0
476.0
501.0
502.0
500.0
501.0
501.0
502.0
501.0
502.0
500.0
501.0
501.0
501.0
503.0
500.0
501.0
502.0
501.0
500.0
502.0
501.0
501.0
500.0
501.0
501.0
500.0
502.0
502.0
500.0
501.0
501.0
502.0
500.0
500.0
503.0
499.0
504.0
499.0
501.0
501.0
502.0
501.0
500.0
502.0
501.0
501.0
501.0
501.0
501.0
501.0
500.0
502.0
501.0
500.0
502.0
501.0
501.0
500.0
502.0
502.0
500.0
501.0
501.0
501.0
503.0
499.0
501.0
501.0
501.0
501.0
501.0
501.0
500.0
501.0
501.0
502.0
500.0
503.0
499.0
501.0
502.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
500.0
501.0
500.0
502.0
504.0
498.0
502.0
501.0
502.0
500.0
502.0
501.0
501.0
501.0
501.0
502.0
500.0
502.0
500.0
501.0
501.0
501.0
502.0
500.0
501.0
501.0
502.0
500.0
501.0
501.0
502.0
501.0
502.0
500.0
501.0
501.0
501.0
501.0
501.0
502.0
501.0
500.0
501.0
501.0
501.0
501.0
505.0
497.0
501.0
500.0
502.0
500.0
502.0
501.0
501.0
501.0
501.0
501.0
501.0
501.0
503.0
499.0
501.0
501.0
501.0
500.0
502.0
500.0
502.0
501.0
501.0
501.0
501.0
502.0
500.0
501.0
501.0
501.0
500.0
501.0
501.0
502.0
500.0
501.0
501.0
501.0
502.0
501.0
501.0
501.0
517.0
483.0
502.0
502.0
501.0
501.0
501.0
504.0
498.0
500.0
501.0
502.0
500.0
501.0
503.0
500.0
500.0
502.0
500.0
503.0
501.0
502.0
500.0
502.0
500.0
500.0
505.0
499.0
500.0
501.0
502.0
500.0
