hora,rpm,map_kpa,iat_c,speed_kmh,maf_estimado_gs,maf_referencia_gs,fuel_gs,instant_Lh,instant_L100km,trip_km,trip_fuel_L
08:17:30,2092,27.0,17.0,21.0,7.325,2.230,0.498,2.41,11.5,3.483,0.2994
08:17:31,1582,15.0,17.0,20.0,3.078,2.340,0.209,1.01,5.1,3.491,0.2998
08:17:32,872,20.0,17.0,18.0,2.347,2.120,0.160,0.77,4.3,3.498,0.3001
08:17:34,845,22.0,17.0,9.0,2.501,2.150,0.170,0.82,9.1,3.501,0.3004
08:17:35,805,44.0,17.0,8.0,4.765,7.360,0.324,1.57,19.6,3.504,0.3009
08:17:36,1171,49.0,17.0,13.0,7.606,2.450,0.517,2.50,19.2,3.509,0.3019
08:17:38,1328,18.0,17.0,12.0,3.137,2.310,0.213,1.03,8.6,3.513,0.3023
08:17:39,992,19.0,17.0,9.0,2.529,2.280,0.172,0.83,9.2,3.517,0.3026
08:17:40,938,20.0,17.0,6.0,2.523,2.310,0.172,0.83,13.8,3.519,0.3029
08:17:42,971,54.0,17.0,6.0,7.040,7.530,0.479,2.31,38.6,3.521,0.3037
08:17:43,1068,61.0,17.0,13.0,8.691,10.950,0.591,2.86,22.0,3.526,0.3048
08:17:44,1651,58.0,17.0,18.0,12.421,13.380,0.845,4.08,22.7,3.533,0.3063
08:17:46,2139,51.0,17.0,23.0,14.146,2.570,0.962,4.65,20.2,3.541,0.3081
08:17:47,1900,15.0,17.0,22.0,3.695,2.450,0.251,1.21,5.5,3.550,0.3086
08:17:48,1110,18.0,17.0,21.0,2.658,2.340,0.181,0.87,4.2,3.557,0.3089
08:17:50,945,21.0,17.0,19.0,2.670,2.340,0.182,0.88,4.6,3.564,0.3092
08:17:51,942,21.0,17.0,15.0,2.660,2.340,0.181,0.87,5.8,3.570,0.3095
08:17:52,936,20.0,17.0,9.0,2.521,2.280,0.171,0.83,9.2,3.573,0.3098
08:17:54,940,21.0,17.0,5.0,2.658,5.670,0.181,0.87,17.5,3.575,0.3101
08:17:55,866,56.0,17.0,8.0,6.528,9.070,0.444,2.15,26.8,3.578,0.3109
08:17:56,1308,60.0,17.0,15.0,10.306,13.000,0.701,3.39,22.6,3.583,0.3122
08:17:58,1912,58.0,17.0,21.0,14.382,4.290,0.978,4.73,22.5,3.591,0.3139
08:17:59,2118,15.0,17.0,22.0,4.121,2.480,0.280,1.35,6.2,3.599,0.3144
08:18:00,1293,16.0,17.0,22.0,2.720,7.590,0.185,0.89,4.1,3.607,0.3147
08:18:02,1300,58.0,17.0,25.0,9.909,10.800,0.674,3.26,13.0,3.617,0.3160
08:18:03,1504,56.0,17.0,28.0,10.923,12.110,0.743,3.59,12.8,3.627,0.3173
08:18:04,1690,55.0,17.0,31.0,12.058,11.600,0.820,3.96,12.8,3.639,0.3188
08:18:06,1838,45.0,17.0,33.0,10.727,8.730,0.730,3.53,10.7,3.651,0.3201
08:18:07,1906,27.0,17.0,34.0,6.675,3.390,0.454,2.19,6.5,3.664,0.3209
08:18:08,1856,15.0,17.0,33.0,3.610,2.310,0.246,1.19,3.6,3.676,0.3214
08:18:10,1728,15.0,17.0,30.0,3.363,2.280,0.229,1.11,3.7,3.687,0.3218
08:18:11,1391,15.0,17.0,21.0,2.725,2.510,0.185,0.90,4.3,3.695,0.3221
08:18:12,926,19.0,17.0,10.0,2.367,2.370,0.161,0.78,7.8,3.699,0.3224
08:18:14,944,34.0,17.0,9.0,4.319,9.130,0.294,1.42,15.8,3.702,0.3229
08:18:15,1236,60.0,17.0,14.0,9.790,12.470,0.666,3.22,23.0,3.707,0.3241
08:18:16,1818,52.0,17.0,19.0,12.257,4.330,0.834,4.03,21.2,3.714,0.3256
08:18:18,1919,15.0,17.0,18.0,3.733,2.260,0.254,1.23,6.8,3.721,0.3260
08:18:19,1537,15.0,17.0,13.0,2.990,2.600,0.203,0.98,7.6,3.725,0.3264
08:18:20,984,31.0,17.0,10.0,4.095,5.060,0.279,1.35,13.5,3.729,0.3269
08:18:22,1095,25.0,17.0,11.0,3.646,2.340,0.248,1.20,10.9,3.733,0.3273
08:18:23,918,21.0,17.0,9.0,2.594,2.570,0.176,0.85,9.5,3.736,0.3276
08:18:25,724,28.0,17.0,6.0,2.727,2.310,0.186,0.90,14.9,3.740,0.3281
08:18:26,946,21.0,17.0,4.0,2.673,2.260,0.182,0.88,22.0,3.741,0.3284
08:18:27,938,20.0,17.0,2.0,2.526,4.380,0.172,0.83,0.0,3.742,0.3287
08:18:29,1260,38.0,17.0,1.0,6.309,5.370,0.429,2.07,0.0,3.742,0.3295
08:18:30,971,25.0,17.0,5.0,3.259,2.230,0.222,1.07,21.4,3.744,0.3299
08:18:31,1068,25.0,17.0,4.0,3.564,5.010,0.242,1.17,29.3,3.745,0.3303
08:18:33,1123,25.0,17.0,4.0,3.733,2.310,0.254,1.23,30.7,3.747,0.3308
08:18:34,1085,19.0,17.0,0.0,2.748,2.260,0.187,0.90,0.0,3.747,0.3311
08:18:35,951,20.0,17.0,0.0,2.558,8.730,0.174,0.84,0.0,3.747,0.3314
08:18:37,1806,32.0,17.0,0.0,7.494,2.710,0.510,2.46,0.0,3.747,0.3323
08:18:38,1345,17.0,17.0,2.0,2.996,8.730,0.204,0.98,0.0,3.748,0.3327
08:18:39,1537,20.0,17.0,2.0,3.987,2.450,0.271,1.31,0.0,3.748,0.3332
08:18:41,1391,17.0,17.0,0.0,3.089,2.280,0.210,1.02,0.0,3.748,0.3335
08:18:42,1022,18.0,17.0,0.0,2.461,2.260,0.167,0.81,0.0,3.748,0.3338
08:18:43,917,20.0,17.0,0.0,2.468,2.260,0.168,0.81,0.0,3.748,0.3341
08:18:45,877,20.0,17.0,0.0,2.360,2.260,0.161,0.78,0.0,3.748,0.3344
08:18:46,849,21.0,17.0,0.0,2.399,2.200,0.163,0.79,0.0,3.748,0.3347
08:18:47,836,32.0,17.0,0.0,3.600,7.530,0.245,1.18,0.0,3.748,0.3352
08:18:49,1366,39.0,17.0,6.0,6.973,4.030,0.474,2.29,38.2,3.751,0.3360
08:18:50,1289,20.0,17.0,5.0,3.391,6.900,0.231,1.11,22.3,3.752,0.3364
08:18:51,1037,33.0,17.0,6.0,4.576,6.350,0.311,1.50,25.1,3.755,0.3370
08:18:53,1253,35.0,17.0,7.0,5.782,6.840,0.393,1.90,27.2,3.757,0.3377
08:18:54,1541,31.0,17.0,9.0,6.196,2.200,0.421,2.04,22.6,3.761,0.3385
08:18:55,1425,19.0,17.0,8.0,3.529,4.240,0.240,1.16,14.5,3.764,0.3389
08:18:57,1404,20.0,17.0,8.0,3.666,2.260,0.249,1.21,15.1,3.767,0.3393
08:18:58,1108,17.0,17.0,6.0,2.508,2.230,0.171,0.82,13.7,3.769,0.3397
08:18:59,948,24.0,18.0,5.0,3.050,2.710,0.208,1.00,20.1,3.771,0.3400
08:19:01,652,31.0,18.0,7.0,2.712,2.420,0.184,0.89,12.7,3.773,0.3403
08:19:02,892,23.0,18.0,10.0,2.750,2.230,0.187,0.90,9.0,3.777,0.3407
08:19:03,1031,19.0,18.0,10.0,2.612,2.280,0.178,0.86,8.6,3.781,0.3410
08:19:05,866,22.0,18.0,8.0,2.556,2.200,0.174,0.84,10.5,3.784,0.3413
08:19:06,918,21.0,18.0,3.0,2.585,2.230,0.176,0.85,28.3,3.785,0.3416
08:19:07,921,20.0,18.0,0.0,2.470,2.230,0.168,0.81,0.0,3.785,0.3419
08:19:09,880,20.0,18.0,0.0,2.360,2.150,0.161,0.78,0.0,3.785,0.3422
08:19:10,856,20.0,18.0,0.0,2.295,2.120,0.156,0.75,0.0,3.785,0.3425
08:19:11,835,20.0,18.0,0.0,2.240,2.120,0.152,0.74,0.0,3.785,0.3428
08:19:13,824,20.0,18.0,0.0,2.211,2.180,0.150,0.73,0.0,3.785,0.3430
08:19:14,880,20.0,18.0,1.0,2.360,2.260,0.161,0.78,0.0,3.785,0.3433
08:19:15,898,21.0,18.0,4.0,2.528,2.230,0.172,0.83,20.8,3.787,0.3436
08:19:17,930,21.0,18.0,0.0,2.618,2.200,0.178,0.86,0.0,3.787,0.3439
08:19:18,914,20.0,18.0,0.0,2.452,2.180,0.167,0.81,0.0,3.787,0.3442
08:19:19,858,20.0,18.0,0.0,2.303,2.180,0.157,0.76,0.0,3.787,0.3445
08:19:21,835,21.0,18.0,0.0,2.352,2.120,0.160,0.77,0.0,3.787,0.3448
08:19:22,818,21.0,18.0,0.0,2.304,2.150,0.157,0.76,0.0,3.787,0.3451
08:19:23,824,21.0,18.0,0.0,2.321,2.180,0.158,0.76,0.0,3.787,0.3454
08:19:25,827,21.0,18.0,0.0,2.330,2.200,0.158,0.77,0.0,3.787,0.3457
08:19:26,830,21.0,18.0,0.0,2.338,2.200,0.159,0.77,0.0,3.787,0.3459
08:19:27,836,21.0,18.0,0.0,2.354,2.200,0.160,0.77,0.0,3.787,0.3462
08:19:29,840,21.0,18.0,0.0,2.365,2.200,0.161,0.78,0.0,3.787,0.3465
08:19:30,829,21.0,18.0,0.0,2.335,2.200,0.159,0.77,0.0,3.787,0.3468
08:19:31,832,21.0,18.0,0.0,2.343,2.200,0.159,0.77,0.0,3.787,0.3471
08:19:33,838,21.0,18.0,0.0,2.360,2.230,0.161,0.78,0.0,3.787,0.3474
08:19:34,839,21.0,18.0,0.0,2.362,2.230,0.161,0.78,0.0,3.787,0.3476
08:19:35,832,21.0,18.0,0.0,2.343,2.260,0.159,0.77,0.0,3.787,0.3479
08:19:37,848,21.0,18.0,0.0,2.388,2.260,0.162,0.78,0.0,3.787,0.3482
08:19:38,860,22.0,18.0,0.0,2.536,3.780,0.173,0.83,0.0,3.787,0.3485
08:19:39,1239,29.0,18.0,0.0,4.726,5.670,0.322,1.55,0.0,3.787,0.3491
08:19:41,1007,38.0,17.0,4.0,5.126,8.340,0.349,1.69,42.1,3.788,0.3497
08:19:42,1560,41.0,17.0,10.0,8.298,2.280,0.564,2.73,27.3,3.792,0.3507
08:19:43,1569,15.0,17.0,9.0,3.053,5.320,0.208,1.00,11.2,3.795,0.3511
08:19:45,913,25.0,17.0,10.0,3.072,2.280,0.209,1.01,10.1,3.799,0.3515
08:19:46,989,21.0,17.0,9.0,2.787,2.230,0.190,0.92,10.2,3.802,0.3518
08:19:47,901,27.0,17.0,9.0,3.275,7.120,0.223,1.08,12.0,3.806,0.3522
08:19:49,1010,60.0,17.0,11.0,8.116,9.550,0.552,2.67,24.3,3.810,0.3532
08:19:50,1442,56.0,17.0,16.0,10.510,12.290,0.715,3.46,21.6,3.816,0.3545
08:19:51,1907,53.0,17.0,21.0,13.110,6.840,0.892,4.31,20.5,3.823,0.3561
08:19:53,2085,15.0,17.0,21.0,4.056,3.500,0.276,1.33,6.3,3.831,0.3566
08:19:54,1158,56.0,17.0,22.0,8.605,9.000,0.585,2.83,12.9,3.839,0.3576
08:19:55,1312,51.0,17.0,24.0,8.791,9.410,0.598,2.89,12.0,3.848,0.3587
08:19:57,1427,48.0,17.0,26.0,8.926,9.760,0.607,2.93,11.3,3.858,0.3598
08:19:58,1526,51.0,17.0,28.0,10.090,10.800,0.686,3.32,11.8,3.868,0.3610
08:19:59,1636,43.0,17.0,29.0,9.122,8.870,0.621,3.00,10.3,3.879,0.3621
08:20:01,1688,40.0,17.0,31.0,8.759,9.830,0.596,2.88,9.3,3.890,0.3632
08:20:02,1765,38.0,17.0,32.0,8.697,2.310,0.592,2.86,8.9,3.902,0.3642
08:20:03,1480,27.0,17.0,31.0,5.188,7.530,0.353,1.71,5.5,3.913,0.3648
08:20:05,1186,51.0,18.0,32.0,7.986,8.470,0.543,2.63,8.2,3.925,0.3658
08:20:06,1226,51.0,18.0,33.0,8.227,8.600,0.560,2.70,8.2,3.938,0.3668
08:20:07,1274,51.0,18.0,34.0,8.528,8.670,0.580,2.80,8.2,3.950,0.3679
08:20:09,1312,50.0,18.0,35.0,8.589,7.900,0.584,2.82,8.1,3.963,0.3689
08:20:10,1336,44.0,18.0,36.0,7.681,7.120,0.523,2.53,7.0,3.976,0.3698
08:20:11,1354,27.0,18.0,35.0,4.770,2.280,0.324,1.57,4.5,3.989,0.3704
08:20:13,1310,16.0,18.0,34.0,2.743,2.260,0.187,0.90,2.7,4.002,0.3707
08:20:14,1238,16.0,18.0,30.0,2.606,2.230,0.177,0.86,2.9,4.013,0.3711
08:20:15,992,18.0,18.0,22.0,2.387,2.340,0.162,0.78,3.6,4.021,0.3713
08:20:17,926,21.0,18.0,16.0,2.607,2.770,0.177,0.86,5.4,4.027,0.3717
08:20:18,880,60.0,18.0,17.0,7.081,8.090,0.482,2.33,13.7,4.033,0.3725
08:20:19,1009,60.0,18.0,19.0,8.081,8.930,0.550,2.66,14.0,4.040,0.3735
08:20:21,1182,60.0,18.0,22.0,9.360,10.120,0.637,3.08,14.0,4.048,0.3746
08:20:22,1354,59.0,18.0,25.0,10.430,11.190,0.710,3.43,13.7,4.057,0.3759
08:20:23,1526,59.0,18.0,28.0,11.633,12.290,0.791,3.82,13.7,4.068,0.3773
08:20:25,1682,57.0,18.0,31.0,12.395,10.490,0.843,4.07,13.1,4.080,0.3789
08:20:26,1804,40.0,18.0,32.0,9.325,9.130,0.634,3.07,9.6,4.092,0.3801
08:20:27,1848,37.0,18.0,33.0,8.836,9.270,0.601,2.90,8.8,4.104,0.3811
08:20:29,1885,36.0,18.0,34.0,8.770,9.000,0.597,2.88,8.5,4.117,0.3822
08:20:30,1925,44.0,18.0,35.0,10.946,11.280,0.745,3.60,10.3,4.130,0.3835
08:20:31,2014,40.0,17.0,36.0,10.447,11.360,0.711,3.43,9.5,4.143,0.3848
08:20:33,2051,36.0,17.0,37.0,9.575,8.930,0.651,3.15,8.5,4.157,0.3860
08:20:34,2082,30.0,17.0,37.0,8.101,13.380,0.551,2.66,7.2,4.171,0.3870
08:20:35,2125,47.0,17.0,38.0,12.953,10.260,0.881,4.26,11.2,4.185,0.3885
08:20:37,2172,32.0,17.0,39.0,9.014,7.840,0.613,2.96,7.6,4.199,0.3896
08:20:38,2174,25.0,17.0,38.0,7.048,7.960,0.479,2.32,6.1,4.213,0.3905
08:20:39,2142,24.0,17.0,38.0,6.666,6.620,0.453,2.19,5.8,4.227,0.3913
08:20:41,2110,19.0,17.0,37.0,5.198,2.710,0.354,1.71,4.6,4.240,0.3919
08:20:42,2008,15.0,17.0,35.0,3.906,2.150,0.266,1.28,3.7,4.253,0.3924
08:20:43,1747,15.0,17.0,29.0,3.399,2.150,0.231,1.12,3.9,4.264,0.3928
08:20:45,1263,15.0,17.0,19.0,2.496,2.540,0.170,0.82,4.3,4.271,0.3931
08:20:46,776,25.0,17.0,13.0,2.612,2.280,0.178,0.86,6.6,4.276,0.3934
08:20:47,889,22.0,17.0,9.0,2.631,2.280,0.179,0.86,9.6,4.279,0.3937
08:20:49,906,26.0,18.0,9.0,3.160,7.840,0.215,1.04,11.5,4.282,0.3941
08:20:50,1144,58.0,18.0,12.0,8.777,11.030,0.597,2.89,24.0,4.287,0.3952
08:20:51,1576,56.0,17.0,17.0,11.448,13.100,0.779,3.76,22.1,4.293,0.3966
08:20:53,2096,51.0,17.0,23.0,13.862,3.500,0.943,4.56,19.8,4.302,0.3983
08:20:54,1932,15.0,17.0,23.0,3.758,2.390,0.256,1.24,5.4,4.310,0.3987
08:20:55,1228,16.0,17.0,21.0,2.596,2.260,0.177,0.85,4.1,4.318,0.3991
08:20:57,1104,17.0,17.0,18.0,2.498,2.260,0.170,0.82,4.6,4.325,0.3994
08:20:58,942,20.0,18.0,15.0,2.525,7.530,0.172,0.83,5.5,4.330,0.3997
08:20:59,936,59.0,18.0,18.0,7.402,8.410,0.504,2.43,13.5,4.337,0.4006
08:21:01,1092,54.0,18.0,21.0,7.829,8.670,0.533,2.57,12.3,4.345,0.4015
08:21:02,1255,31.0,18.0,23.0,5.111,2.150,0.348,1.68,7.3,4.353,0.4022
08:21:03,1244,17.0,18.0,21.0,2.781,4.070,0.189,0.91,4.4,4.361,0.4025
08:21:05,1205,25.0,18.0,21.0,3.971,6.090,0.270,1.31,6.2,4.369,0.4030
08:21:06,1224,32.0,18.0,22.0,5.155,5.520,0.351,1.69,7.7,4.377,0.4036
08:21:07,1276,35.0,18.0,23.0,5.860,6.780,0.399,1.93,8.4,4.385,0.4043
08:21:09,1330,38.0,17.0,24.0,6.630,3.940,0.451,2.18,9.1,4.394,0.4051
08:21:10,1352,22.0,17.0,24.0,3.897,4.200,0.265,1.28,5.3,4.403,0.4056
08:21:11,1343,24.0,17.0,24.0,4.224,4.070,0.287,1.39,5.8,4.412,0.4061
08:21:13,1366,22.0,17.0,24.0,3.933,3.860,0.268,1.29,5.4,4.421,0.4066
08:21:14,1318,24.0,17.0,23.0,4.153,3.390,0.283,1.37,5.9,4.430,0.4071
08:21:15,1283,17.0,17.0,23.0,2.870,2.200,0.195,0.94,4.1,4.438,0.4075
08:21:17,1219,15.0,17.0,21.0,2.416,2.200,0.164,0.79,3.8,4.446,0.4077
08:21:18,1132,21.0,18.0,21.0,3.148,6.350,0.214,1.03,4.9,4.454,0.4081
08:21:19,1160,39.0,18.0,21.0,5.982,7.530,0.407,1.97,9.4,4.461,0.4088
08:21:21,1200,49.0,18.0,22.0,7.754,7.960,0.528,2.55,11.6,4.469,0.4098
08:21:22,1294,47.0,18.0,23.0,7.969,8.410,0.542,2.62,11.4,4.478,0.4107
08:21:23,1386,43.0,18.0,25.0,7.761,7.780,0.528,2.55,10.2,4.487,0.4117
08:21:25,1482,37.0,18.0,27.0,7.094,7.410,0.483,2.33,8.6,4.497,0.4126
08:21:26,1546,35.0,18.0,28.0,6.994,4.150,0.476,2.30,8.2,4.508,0.4134
08:21:27,1562,17.0,18.0,28.0,3.431,2.370,0.233,1.13,4.0,4.518,0.4138
08:21:29,1492,16.0,18.0,26.0,3.088,2.280,0.210,1.01,3.9,4.528,0.4142
08:21:30,1391,15.0,18.0,25.0,2.716,2.180,0.185,0.89,3.6,4.537,0.4146
08:21:31,1321,15.0,18.0,23.0,2.592,3.540,0.176,0.85,3.7,4.546,0.4149
08:21:33,1260,19.0,18.0,22.0,3.144,2.120,0.214,1.03,4.7,4.554,0.4153
08:21:34,1205,16.0,18.0,21.0,2.541,2.230,0.173,0.84,4.0,4.562,0.4156
08:21:35,1093,16.0,18.0,18.0,2.322,2.200,0.158,0.76,4.2,4.568,0.4158
08:21:37,846,21.0,18.0,14.0,2.382,2.450,0.162,0.78,5.6,4.573,0.4161
08:21:38,914,22.0,18.0,10.0,2.697,2.230,0.183,0.89,8.9,4.577,0.4165
08:21:39,894,21.0,18.0,7.0,2.519,7.180,0.171,0.83,11.8,4.580,0.4168
08:21:41,847,54.0,18.0,10.0,6.132,5.880,0.417,2.02,20.2,4.583,0.4175
08:21:42,1318,35.0,18.0,14.0,6.033,6.190,0.410,1.98,14.2,4.589,0.4182
08:21:45,1728,42.0,18.0,19.0,9.377,9.480,0.638,3.08,16.2,4.596,0.4194
08:21:46,1974,31.0,18.0,20.0,7.911,2.150,0.538,2.60,13.0,4.603,0.4203
08:21:47,1537,15.0,18.0,19.0,2.980,7.240,0.203,0.98,5.2,4.610,0.4207
08:21:49,1080,47.0,18.0,20.0,6.746,6.350,0.459,2.22,11.1,4.617,0.4215
08:21:50,1155,25.0,18.0,21.0,3.819,2.280,0.260,1.26,6.0,4.625,0.4220
08:21:51,1094,18.0,18.0,19.0,2.614,2.260,0.178,0.86,4.5,4.632,0.4223
08:21:53,892,21.0,18.0,11.0,2.514,2.230,0.171,0.83,7.5,4.636,0.4226
08:21:54,914,21.0,18.0,7.0,2.574,6.840,0.175,0.85,12.1,4.639,0.4229
08:21:55,961,49.0,18.0,10.0,6.307,8.870,0.429,2.07,20.7,4.642,0.4237
08:21:57,1308,44.0,18.0,14.0,7.532,7.530,0.512,2.48,17.7,4.648,0.4246
08:21:58,1482,39.0,18.0,15.0,7.482,8.410,0.509,2.46,16.4,4.653,0.4255
08:21:59,1633,39.0,18.0,17.0,8.230,10.870,0.560,2.71,15.9,4.659,0.4265
08:22:01,1864,44.0,18.0,20.0,10.602,5.420,0.721,3.49,17.4,4.667,0.4278
08:22:02,1874,15.0,18.0,19.0,3.633,2.370,0.247,1.19,6.3,4.674,0.4282
08:22:03,1045,29.0,18.0,19.0,4.037,6.900,0.275,1.33,7.0,4.681,0.4287
08:22:05,1100,45.0,18.0,20.0,6.567,6.900,0.447,2.16,10.8,4.688,0.4295
08:22:06,1192,36.0,18.0,21.0,5.663,2.200,0.385,1.86,8.9,4.696,0.4302
08:22:07,1162,18.0,18.0,20.0,2.765,2.230,0.188,0.91,4.5,4.704,0.4306
08:22:09,1097,17.0,18.0,19.0,2.475,2.230,0.168,0.81,4.3,4.711,0.4309
08:22:10,1020,17.0,18.0,17.0,2.312,2.230,0.157,0.76,4.5,4.717,0.4312
08:22:11,888,20.0,18.0,14.0,2.381,2.230,0.162,0.78,5.6,4.723,0.4315
08:22:13,900,22.0,18.0,13.0,2.657,4.910,0.181,0.87,6.7,4.728,0.4318
08:22:14,1373,48.0,18.0,14.0,8.591,10.800,0.584,2.82,20.2,4.733,0.4328
08:22:15,1697,53.0,18.0,19.0,11.626,13.100,0.791,3.82,20.1,4.740,0.4343
08:22:17,2122,50.0,18.0,23.0,13.713,14.970,0.933,4.51,19.6,4.748,0.4359
08:22:18,2514,20.0,18.0,25.0,6.490,2.510,0.441,2.13,8.5,4.757,0.4367
08:22:19,1630,16.0,18.0,24.0,3.371,11.030,0.229,1.11,4.6,4.766,0.4371
08:22:21,1402,55.0,18.0,26.0,10.033,10.640,0.683,3.30,12.7,4.776,0.4383
08:22:22,1528,53.0,18.0,28.0,10.469,9.200,0.712,3.44,12.3,4.786,0.4396
08:22:23,1614,36.0,18.0,29.0,7.511,8.540,0.511,2.47,8.5,4.797,0.4405
08:22:25,1636,39.0,18.0,29.0,8.245,8.410,0.561,2.71,9.3,4.808,0.4415
08:22:26,1668,39.0,18.0,30.0,8.408,7.900,0.572,2.76,9.2,4.819,0.4425
08:22:27,1699,36.0,18.0,30.0,7.906,7.710,0.538,2.60,8.7,4.830,0.4435
08:22:29,1700,35.0,18.0,30.0,7.691,8.020,0.523,2.53,8.4,4.841,0.4445
08:22:30,1739,48.0,18.0,31.0,10.790,9.550,0.734,3.55,11.4,4.853,0.4458
08:22:31,1772,40.0,18.0,32.0,9.164,8.730,0.623,3.01,9.4,4.864,0.4469
08:22:33,1808,36.0,18.0,32.0,8.415,7.840,0.572,2.77,8.6,4.876,0.4479
08:22:34,1800,30.0,18.0,32.0,6.978,4.240,0.475,2.29,7.2,4.888,0.4487
08:22:35,1752,17.0,18.0,30.0,3.849,2.200,0.262,1.27,4.2,4.899,0.4492
08:22:37,1618,15.0,18.0,28.0,3.137,6.900,0.213,1.03,3.7,4.910,0.4496
08:22:38,1560,31.0,18.0,28.0,6.248,7.960,0.425,2.05,7.3,4.920,0.4504
08:22:39,1577,43.0,18.0,28.0,8.766,9.130,0.596,2.88,10.3,4.931,0.4514
08:22:41,1637,50.0,18.0,30.0,10.577,11.280,0.720,3.48,11.6,4.942,0.4527
08:22:42,1703,53.0,18.0,31.0,11.667,11.690,0.794,3.84,12.4,4.954,0.4542
08:22:43,1798,51.0,18.0,33.0,11.850,12.470,0.806,3.90,11.8,4.966,0.4557
08:22:45,1886,49.0,18.0,34.0,11.943,11.190,0.812,3.93,11.5,4.979,0.4571
08:22:46,1948,46.0,18.0,35.0,11.583,11.280,0.788,3.81,10.9,4.992,0.4585
08:22:47,1989,42.0,18.0,36.0,10.798,11.280,0.735,3.55,9.9,5.005,0.4599
08:22:49,2026,40.0,18.0,36.0,10.475,10.120,0.713,3.44,9.6,5.019,0.4612
08:22:50,2032,41.0,18.0,37.0,10.769,10.570,0.733,3.54,9.6,5.032,0.4625
08:22:51,2073,36.0,17.0,37.0,9.680,7.650,0.658,3.18,8.6,5.046,0.4637
08:22:53,1992,15.0,17.0,35.0,3.876,9.070,0.264,1.27,3.6,5.060,0.4642
08:22:54,1970,39.0,17.0,35.0,9.963,9.340,0.678,3.28,9.4,5.072,0.4654
08:22:56,1988,34.0,17.0,35.0,8.767,8.870,0.596,2.88,8.2,5.085,0.4664
08:22:57,1969,34.0,17.0,35.0,8.681,8.800,0.591,2.85,8.2,5.098,0.4675
08:22:58,1968,33.0,17.0,35.0,8.422,8.870,0.573,2.77,7.9,5.111,0.4685
08:22:59,1950,34.0,17.0,35.0,8.600,8.670,0.585,2.83,8.1,5.124,0.4695
08:23:01,1942,35.0,17.0,35.0,8.817,8.670,0.600,2.90,8.3,5.137,0.4706
08:23:02,1936,34.0,17.0,34.0,8.535,8.800,0.581,2.81,8.3,5.150,0.4716
08:23:04,1932,33.0,17.0,34.0,8.271,8.410,0.563,2.72,8.0,5.162,0.4727
08:23:05,1918,34.0,17.0,34.0,8.457,9.000,0.575,2.78,8.2,5.175,0.4737
08:23:06,1907,36.0,18.0,34.0,8.874,10.120,0.604,2.92,8.6,5.188,0.4748
08:23:07,1918,41.0,18.0,35.0,10.164,7.960,0.691,3.34,9.5,5.200,0.4760
08:23:09,1920,31.0,18.0,34.0,7.693,8.280,0.523,2.53,7.4,5.213,0.4769
08:23:10,1908,32.0,18.0,34.0,7.892,8.280,0.537,2.59,7.6,5.226,0.4779
08:23:11,1882,33.0,18.0,34.0,8.026,7.470,0.546,2.64,7.8,5.238,0.4789
08:23:13,1869,30.0,18.0,33.0,7.248,2.740,0.493,2.38,7.2,5.250,0.4798
08:23:14,1789,15.0,18.0,31.0,3.468,2.200,0.236,1.14,3.7,5.262,0.4802
08:23:15,1572,15.0,18.0,25.0,3.048,2.230,0.207,1.00,4.0,5.271,0.4806
08:23:17,978,19.0,18.0,15.0,2.485,2.280,0.169,0.82,5.4,5.277,0.4809
08:23:18,909,22.0,18.0,8.0,2.683,7.650,0.182,0.88,11.0,5.280,0.4812
08:23:19,1134,56.0,18.0,12.0,8.408,7.900,0.572,2.76,23.0,5.284,0.4822
08:23:21,1444,36.0,18.0,15.0,6.745,2.420,0.459,2.22,14.8,5.289,0.4830
08:23:22,1465,31.0,18.0,15.0,5.883,5.670,0.400,1.93,12.9,5.295,0.4837
08:23:23,1516,21.0,18.0,15.0,4.114,3.350,0.280,1.35,9.0,5.301,0.4842
08:23:25,1466,18.0,18.0,15.0,3.418,5.620,0.233,1.12,7.5,5.306,0.4846
08:23:26,1424,28.0,18.0,14.0,5.179,7.410,0.352,1.70,12.2,5.311,0.4853
08:23:27,1642,49.0,18.0,17.0,10.402,10.800,0.708,3.42,20.1,5.317,0.4865
08:23:29,2007,43.0,18.0,21.0,11.153,6.510,0.759,3.67,17.5,5.325,0.4879
08:23:30,2079,15.0,18.0,22.0,4.031,2.370,0.274,1.32,6.0,5.333,0.4883
08:23:31,1237,21.0,18.0,21.0,3.417,6.840,0.232,1.12,5.3,5.341,0.4888
08:23:33,1253,39.0,18.0,23.0,6.421,6.730,0.437,2.11,9.2,5.350,0.4896
08:23:34,1354,37.0,18.0,25.0,6.541,6.900,0.445,2.15,8.6,5.359,0.4903
08:23:35,1429,36.0,18.0,26.0,6.680,6.780,0.454,2.20,8.4,5.368,0.4912
08:23:37,1502,35.0,18.0,27.0,6.794,6.900,0.462,2.23,8.3,5.378,0.4920
08:23:38,1552,32.0,18.0,28.0,6.418,6.190,0.437,2.11,7.5,5.389,0.4928
08:23:39,1606,29.0,18.0,29.0,6.018,5.210,0.409,1.98,6.8,5.399,0.4935
08:23:41,1617,27.0,18.0,29.0,5.644,5.520,0.384,1.86,6.4,5.410,0.4942
08:23:42,1632,27.0,18.0,29.0,5.694,5.720,0.387,1.87,6.5,5.421,0.4949
