hora,rpm,map_kpa,iat_c,speed_kmh,maf_estimado_gs,maf_referencia_gs,fuel_gs,instant_Lh,instant_L100km,trip_km,trip_fuel_L
08:23:43,1650,27.0,18.0,30.0,5.756,5.370,0.392,1.89,6.3,5.432,0.4956
08:23:45,1663,24.0,18.0,30.0,5.158,4.470,0.351,1.70,5.7,5.443,0.4962
08:23:46,1644,20.0,18.0,29.0,4.248,3.580,0.289,1.40,4.8,5.454,0.4967
08:23:47,1615,19.0,18.0,29.0,3.967,3.700,0.270,1.30,4.5,5.464,0.4972
08:23:49,1586,22.0,18.0,28.0,4.510,4.620,0.307,1.48,5.3,5.475,0.4977
08:23:50,1581,24.0,18.0,28.0,4.904,4.570,0.334,1.61,5.8,5.485,0.4983
08:23:51,1569,24.0,18.0,28.0,4.868,4.960,0.331,1.60,5.7,5.495,0.4989
08:23:53,1579,25.0,17.0,28.0,5.120,4.520,0.348,1.68,6.0,5.506,0.4995
08:23:54,1578,22.0,17.0,28.0,4.503,4.110,0.306,1.48,5.3,5.516,0.5001
08:23:55,1554,19.0,17.0,28.0,3.829,3.980,0.260,1.26,4.5,5.526,0.5006
08:23:57,1541,21.0,17.0,27.0,4.197,4.470,0.286,1.38,5.1,5.536,0.5011
08:23:58,1524,21.0,17.0,27.0,4.152,3.540,0.282,1.36,5.1,5.546,0.5016
08:23:59,1524,17.0,18.0,27.0,3.350,2.770,0.228,1.10,4.1,5.556,0.5020
08:24:01,1452,15.0,18.0,25.0,2.825,2.150,0.192,0.93,3.7,5.566,0.5023
08:24:02,1354,15.0,18.0,24.0,2.652,2.150,0.180,0.87,3.6,5.575,0.5026
08:24:03,1255,15.0,18.0,22.0,2.473,2.180,0.168,0.81,3.7,5.583,0.5029
08:24:05,1163,16.0,18.0,20.0,2.460,2.200,0.167,0.81,4.0,5.590,0.5032
08:24:06,1018,17.0,18.0,16.0,2.308,2.480,0.157,0.76,4.7,5.596,0.5035
08:24:07,914,21.0,18.0,8.0,2.574,2.200,0.175,0.85,10.6,5.599,0.5038
08:24:09,944,30.0,18.0,9.0,3.798,3.820,0.258,1.25,13.9,5.602,0.5043
08:24:10,1004,22.0,18.0,10.0,2.950,2.370,0.201,0.97,9.7,5.606,0.5047
08:24:11,988,20.0,18.0,10.0,2.642,2.770,0.180,0.87,8.7,5.610,0.5050
08:24:13,818,24.0,18.0,8.0,2.634,6.840,0.179,0.87,10.8,5.613,0.5053
08:24:14,845,58.0,18.0,9.0,6.571,8.280,0.447,2.16,24.0,5.616,0.5061
08:24:15,1228,55.0,18.0,14.0,8.892,8.150,0.605,2.92,20.9,5.621,0.5072
08:24:17,1540,35.0,18.0,16.0,6.966,2.150,0.474,2.29,14.3,5.627,0.5080
08:24:18,1471,27.0,18.0,14.0,5.143,5.830,0.350,1.69,12.1,5.632,0.5086
08:24:19,1446,31.0,17.0,15.0,5.836,6.240,0.397,1.92,12.8,5.638,0.5094
08:24:21,1542,29.0,17.0,16.0,5.800,5.420,0.395,1.91,11.9,5.644,0.5101
08:24:22,1560,26.0,17.0,16.0,5.259,5.160,0.358,1.73,10.8,5.650,0.5107
08:24:23,1560,26.0,17.0,16.0,5.262,4.720,0.358,1.73,10.8,5.656,0.5113
08:24:25,1558,20.0,17.0,15.0,4.043,2.600,0.275,1.33,8.9,5.661,0.5118
08:24:26,1402,15.0,17.0,13.0,2.746,2.180,0.187,0.90,6.9,5.666,0.5122
08:24:27,1186,15.0,18.0,12.0,2.349,2.280,0.160,0.77,6.4,5.670,0.5125
08:24:29,887,20.0,18.0,8.0,2.378,2.230,0.162,0.78,9.8,5.673,0.5127
08:24:30,889,20.0,18.0,6.0,2.384,2.200,0.162,0.78,13.1,5.676,0.5130
08:24:31,887,20.0,18.0,6.0,2.378,2.450,0.162,0.78,13.0,5.678,0.5133
08:24:33,990,31.0,18.0,4.0,4.104,2.120,0.279,1.35,33.7,5.679,0.5138
08:24:34,1093,17.0,18.0,4.0,2.467,2.150,0.168,0.81,20.3,5.681,0.5141
08:24:35,905,19.0,18.0,0.0,2.307,2.280,0.157,0.76,0.0,5.681,0.5144
08:24:37,1011,49.0,18.0,0.0,6.612,8.870,0.450,2.17,0.0,5.681,0.5152
08:24:38,1262,51.0,18.0,1.0,8.450,6.900,0.575,2.78,0.0,5.681,0.5162
08:24:39,766,36.0,18.0,8.0,3.697,2.370,0.252,1.22,15.2,5.684,0.5167
08:24:41,798,25.0,18.0,8.0,2.675,2.370,0.182,0.88,11.0,5.687,0.5170
08:24:42,810,24.0,18.0,8.0,2.606,2.340,0.177,0.86,10.7,5.690,0.5173
08:24:45,931,22.0,18.0,6.0,2.746,2.180,0.187,0.90,15.0,5.692,0.5176
08:24:46,878,20.0,18.0,3.0,2.355,2.200,0.160,0.77,25.8,5.693,0.5179
08:24:47,885,20.0,18.0,0.0,2.373,2.180,0.161,0.78,0.0,5.693,0.5182
08:24:49,860,20.0,18.0,0.0,2.305,2.120,0.157,0.76,0.0,5.693,0.5185
08:24:50,842,22.0,18.0,0.0,2.484,8.410,0.169,0.82,0.0,5.693,0.5188
08:24:51,1564,39.0,18.0,1.0,7.881,7.120,0.536,2.59,0.0,5.694,0.5197
08:24:53,1493,30.0,18.0,9.0,5.793,4.470,0.394,1.90,21.2,5.697,0.5204
08:24:54,1597,18.0,18.0,9.0,3.715,2.420,0.253,1.22,13.6,5.700,0.5209
08:24:55,1148,17.0,18.0,6.0,2.581,2.280,0.176,0.85,14.1,5.702,0.5212
08:24:57,776,27.0,18.0,5.0,2.808,2.510,0.191,0.92,18.5,5.704,0.5216
08:24:58,822,24.0,18.0,4.0,2.647,3.270,0.180,0.87,21.7,5.706,0.5219
08:24:59,1043,27.0,18.0,4.0,3.752,4.860,0.255,1.23,30.8,5.707,0.5223
08:25:01,1018,26.0,18.0,6.0,3.533,2.180,0.240,1.16,19.4,5.710,0.5228
08:25:02,948,19.0,18.0,5.0,2.415,3.390,0.164,0.79,15.9,5.711,0.5231
08:25:03,878,30.0,18.0,5.0,3.533,2.340,0.240,1.16,23.2,5.713,0.5235
08:25:05,928,22.0,18.0,5.0,2.737,2.180,0.186,0.90,18.0,5.715,0.5238
08:25:06,927,19.0,18.0,2.0,2.361,2.120,0.161,0.78,0.0,5.716,0.5241
08:25:07,886,20.0,18.0,0.0,2.376,2.150,0.162,0.78,0.0,5.716,0.5244
08:25:09,848,20.0,18.0,0.0,2.274,2.100,0.155,0.75,0.0,5.716,0.5247
08:25:10,816,20.0,18.0,0.0,2.190,2.050,0.149,0.72,0.0,5.716,0.5249
